SampleID Sphingobacteriales Thermotogales Chromatiales Herpetosiphonales Entomoplasmatales Fusobacteriales Methylophilales Bifidobacteriales Puniceicoccales Desulfovibrionales Rhizobiales Fibrobacterales Acidobacteriales Chroococcales Flavobacteriales Methylococcales Solibacterales Oceanospirillales Gallionellales Clostridiales Methanosarcinales Desulfurellales Alteromonadales Halanaerobiales Pasteurellales Methanocellales Thiotrichales Xanthomonadales Thermoanaerobacterales Acidimicrobiales Mariprofundales Actinomycetales Bdellovibrionales Rubrobacterales Gloeobacterales Dictyoglomales Archaeoglobales Methanococcales Desulfobacterales Cytophagales Myxococcales Desulfurococcales Methanomicrobiales Sphaerobacterales Burkholderiales Prochlorales Campylobacterales Halobacteriales Sulfolobales Coriobacteriales Pseudomonadales Chlorobiales Spirochaetales unclassified Nitrospirales Thermoplasmatales Selenomonadales Aquificales Methylacidiphilales Neisseriales Thermococcales Methanobacteriales Solirubrobacterales Rhodobacterales Methanopyrales Thermomicrobiales Lactobacillales Anaerolineales Lentisphaerales Caulobacterales Bacteroidetes_Order_II__Incertae_sedis Vibrionales Parvularculales Nitrosopumilales Nautiliales Deinococcales Thermodesulfobacteriales Bacteroidales Deferribacterales Planctomycetales Salinisphaerales Bacillales Erysipelotrichales Natranaerobiales Rhodocyclales Rickettsiales Verrucomicrobiales Chrysiogenales Acidilobales Acidithiobacillales Legionellales Gemmatimonadales Ktedonobacterales Cardiobacteriales Elusimicrobiales Thermoproteales Sphingomonadales Hydrogenophilales Desulfuromonadales Synergistales Mycoplasmatales Enterobacteriales Rhodospirillales Acholeplasmatales Haloplasmatales Oscillatoriales Thermales Nostocales Syntrophobacterales Nitrosomonadales Aeromonadales Chlamydiales Desulfarculales Chloroflexales
x20MCx1879 0 0 0 0 0 0 0 93048388.96554008 0 2028628396.2580304 0 0 0 0 0 0 0 0 0 27039232834.9524 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5422400.28936714 0 0 0 0 100097509.341717 0 0 0 63977491190.1676 0 0 2936338204.69809 0 0 0 0 0 0 0 0 0 59104163.1541018 0 0 0 0 0 0 0 0 0 0 62609202701.1487 0 0 0 0 275241038.688276 0 0 0 215377739.49366295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14313510043.8424 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2257 0 0 0 0 0 0 0 240971447.694716 0 25810623.1104151 0 0 0 0 1301375.95514698 0 0 0 0 3031229943.5261 0 0 0 0 0 0 0 0 0 0 0 3144991.8916052 0 0 0 0 0 0 0 0 0 0 0 0 238585591.776946 0 0 0 0 50319870.2656832 2494303.91403171 0 0 56856356344.3977 0 0 2684196355.4869103 0 0 0 0 67779997.6639052 0 0 0 0 107363516.299626 0 0 0 0 0 0 0 0 0 0 19124587244.855 0 0 0 0 51187454.2357812 0 0 0 1307774386.92645 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2549 0 0 0 0 0 0 0 738422257.410905 0 11278589.3333432 0 0 0 0 476737295.2824701 0 0 0 0 7047057821.8267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 396160450.333681 0 113219685.230869 0 0 395509762.487527 103676263.487271 0 0 64468633525.3387 0 0 867475346.898198 0 0 0 0 373169479.769558 0 0 0 0 227198506.28225097 0 0 0 0 0 0 0 0 0 0 6333361702.56966 0 0 0 0 2105734318.13005 0 0 0 2780714510.5409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1158549710.07794 0 0 0 0 0 0 0 0 0 0 0 0
x10MCx3267 0 0 0 0 0 18327756.248055898 0 36763960.757934704 0 255395656.592732 0 0 0 0 2819654.80739322 0 0 0 0 2515348984.7184 0 0 0 0 2711206.5455704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 45006028.656468704 0 34594995.5214784 0 0 10411033.134990402 0 0 0 10533688119.112 0 0 57586027.02791539 0 0 0 0 0 0 0 0 0 17243273.6298278 0 0 0 0 0 0 0 0 0 0 15883115530.046 0 0 0 0 30799306.357679803 0 0 0 650689.5709368971 0 0 0 0 0 0 0 0 0 0 0 0 0 0 675849567.67979 0 0 0 0 0 0 0 0 3144999.59286167 0 0 0
x20MCx1325 0 0 0 0 0 5530847.31381462 0 92723028.496304 0 411993900.885917 0 0 0 0 0 0 0 0 0 9139345618.12576 0 0 0 0 126884144.2581 0 0 0 0 0 0 13230654.3585369 0 0 0 0 0 0 0 0 0 0 0 0 424356971.352091 0 7591359.05817693 0 0 91638548.63085008 4337919.46181539 0 0 33791850367.6092 0 0 2213531853.37785 0 0 0 0 0 0 0 0 0 820625914.188926 0 0 0 0 0 0 0 0 0 0 22366204297.1336 0 0 0 0 19737533.55126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 538444253.197835 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx1872 0 0 0 0 0 0 0 385424226.018345 0 28413378.507824 0 0 0 0 4012576.35415835 0 0 0 0 11411116463.1689 0 0 0 0 18110817.598498497 0 0 0 0 0 0 1735168.15314956 0 0 0 0 0 0 0 0 0 0 0 0 28630274.5269677 0 1192928.10529032 0 0 158984782.032328 3144992.27758357 0 0 35401117556.5764 0 0 24617698.172809303 0 0 0 0 57152101.0443635 0 0 0 0 121461770.720469 0 0 0 0 0 0 0 0 0 0 2761086323.69923 0 0 0 0 128510891.34263898 0 0 0 436069446.488398 0 0 0 0 0 0 0 0 0 0 0 0 0 0 72334822.3844221 0 0 0 0 0 0 0 0 20713569.8282228 0 0 0
x13MCx1887 0 0 0 0 0 0 0 0 0 447239534.78188497 0 0 0 0 13447551.4822875 0 0 0 0 22241816359.7203 0 0 0 0 859992606.891452 0 0 0 0 0 0 32751294.739119604 0 0 0 0 0 0 0 0 0 0 0 0 2368829572.80328 0 9543423.63259115 0 0 114087291.607794 0 0 0 63933672322.6404 0 0 2904671120.1741 0 0 0 0 49126942.1086794 0 0 0 0 769438530.377661 0 0 0 0 0 0 0 0 0 0 18473573848.7925 0 0 0 14532031.4405365 201171032.255188 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8025151.69104255 0 3873870858.86123 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2434 0 0 0 0 0 0 0 24726163.3305877 0 16809453.141408302 0 0 0 0 0 0 0 0 0 22973533832.4051 0 0 0 0 44463714.7611446 0 0 0 0 0 0 7266021.68047972 0 0 0 0 0 0 0 0 0 0 0 0 1367638797.20194 0 0 0 0 18653070.5827241 0 0 0 34723883818.6735 0 0 166901602.48146698 0 0 0 0 0 0 0 0 0 185229328.80984095 0 0 0 0 0 0 0 0 0 0 12303869011.0022 0 0 0 0 246285600.54282796 0 0 0 670209163.960667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6940677.42612989 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx1728 0 0 0 0 0 0 0 433794.31208898 0 0 0 0 0 0 0 0 0 0 0 1231108257.70852 0 0 0 0 11387100.6923357 0 0 0 0 0 0 1192934.35824469 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 86975759.5738405 2385868.71648939 0 0 1993827106.93897 0 0 292377366.34797204 0 0 0 0 0 0 0 0 0 7699849.03957939 0 0 0 0 0 0 0 0 0 0 8675452447.46751 0 0 0 325345.734066735 8784334.8198018409 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 188049834.290573 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx1920 0 0 0 0 0 0 0 411017792.62751 0 713045379.030575 0 0 0 0 0 0 0 0 0 25020789462.1745 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 659580531.5990809 0 0 0 0 159418510.59695 0 0 0 100257216834.758 0 0 4550259773.8958 0 0 0 0 0 0 0 0 0 13772891.7318453 0 0 0 0 0 0 0 0 0 0 49113264332.0293 0 0 0 0 121895514.225151 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 66695499.331377 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx1152 0 0 0 0 0 0 0 441817300.51070994 0 6506882.18719749 0 0 0 0 165166359.518363 0 0 0 0 13798602814.2074 0 0 0 0 0 0 0 0 0 0 0 3904129.31231849 0 0 0 0 0 0 0 0 0 0 0 0 124173001.739019 0 0 0 0 126667306.577444 0 0 0 72922411775.8493 0 0 2794705899.40132 0 0 0 0 0 0 0 0 0 23533223.9103643 0 0 0 0 0 0 0 0 0 0 9807931968.79923 0 0 0 0 22882535.6916445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27654249.2955893 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx2483 0 0 0 0 0 0 0 986442830.038782 0 352998176.316648 0 0 0 0 0 0 0 0 0 13453514212.8915 0 0 0 0 0 0 0 0 0 0 0 4012575.27610322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 182734847.03335 0 0 0 36921657179.0736 0 0 1804140602.52036 0 0 0 0 0 0 0 0 0 74069970.6372568 0 0 0 0 0 0 0 0 0 0 52740313397.2769 0 0 0 0 726493020.935554 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2584 0 0 0 0 0 0 0 446046701.7006219 0 264721614.114082 0 0 0 0 0 0 0 0 0 13861283534.6134 0 0 0 0 27545796.798433803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109207155.023712 0 0 0 0 59537962.371417895 0 0 0 65495445841.202 0 0 1824312573.79233 0 0 0 0 0 0 0 0 0 298665844.02711296 0 0 0 0 0 0 0 0 0 0 38220335297.9213 0 0 0 0 477062835.103583 0 0 0 1266022172.53904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 262877997.792927 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx2717 0 0 0 0 0 0 0 61490110.3415725 0 94458352.9232975 0 0 0 0 0 0 0 0 0 2249540315.37079 0 0 0 0 10627920.305950802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1409826.16303429 0 0 9326542.30930377 1301377.99664704 0 0 25929739686.8595 0 0 212016165.28708 0 0 0 0 0 0 0 0 0 9543438.64207828 0 0 0 0 0 0 0 0 0 0 2312548700.04179 0 0 0 0 15291191.460602695 0 0 0 100097657.575435 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42837025.722965 0 0 0 0 0 0 0 0 0 0 0 0
x10MCx2599 0 0 0 0 0 0 0 954018395.15995 0 398004718.681029 0 0 0 0 0 0 0 0 0 2714348802.14373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108448.152229163 0 0 0 0 51729768.6133109 0 0 0 7799699556.47365 0 0 0 0 0 0 0 0 0 0 0 0 64743546.8808105 0 0 0 0 0 0 0 0 0 0 31332514797.5932 0 0 0 3361892.71910406 57043728.072539896 0 0 0 650688.91337498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1812060175.5970895 0 0 0 0 0 0 0 0 0 0 0 0
x14MCx2393 0 0 0 0 0 0 0 436937232.197138 0 124823716.619237 0 0 0 0 0 0 0 0 0 8381950527.802641 0 0 0 0 5205506.86161892 0 0 0 0 0 0 5747747.15970423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 411235042.067895 0 0 0 69342665351.6853 0 0 4880162.68276774 0 0 0 0 90337233.6610118 0 0 0 0 205075280.735862 0 0 0 0 0 0 0 0 0 0 8962039198.6943 0 0 0 4121026.26544832 35570963.554396 0 0 0 112785982.001743 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1826373772.01092 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx3414 0 0 0 0 0 0 0 540504702.512792 0 13555996.7524276 0 0 0 0 440298774.518847 0 0 0 0 11333463972.8736 0 0 0 0 116147780.174799 0 0 0 0 0 0 9977213.60978669 0 0 0 0 0 0 0 0 0 0 0 0 364602088.653292 0 0 0 0 280121116.892163 4337918.96077682 0 0 55742041750.0341 0 0 805659998.990275 0 0 0 0 52705715.3734384 0 0 0 0 172215382.74284 0 0 0 0 0 0 0 0 0 0 55525145801.9953 0 0 0 0 55850706.6200016 0 0 0 222535242.68785095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43379189.6077682 0 0 0 0 0 0 0 0 0 0 0 0
x14MCx2670 0 0 0 0 0 0 0 1028086701.29697 0 382062178.129665 0 0 0 0 0 0 0 0 0 29924480573.3837 0 0 0 0 42728497.9231018 0 0 0 0 0 0 4554814.49941695 0 0 0 0 0 0 0 0 0 0 0 0 307449978.710644 0 0 0 0 393774558.271022 0 0 0 163185013726.71802 0 0 16523240284.4206 0 0 0 0 301485340.67569304 0 0 0 0 738422188.726905 0 0 0 0 0 0 0 0 0 0 25386258612.5004 0 0 0 0 0 0 0 0 1215050991.7016098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2182298385.04208 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2445 0 0 0 0 0 0 0 661098792.9613839 0 213425594.578085 0 0 0 0 0 0 0 0 0 17253203603.9719 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 588113312.701704 0 0 0 0 409282618.8707779 2277407.25921737 0 0 84138160503.9973 0 0 3910416712.04094 0 0 0 0 0 0 0 0 0 7591357.53072456 0 0 0 0 0 0 0 0 0 0 20945856802.8457 0 0 0 0 28304918.793130103 0 0 0 878645410.199005 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17677018.2501158 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2140 0 0 0 0 0 0 0 39258193.5982412 0 556663833.535283 0 0 0 0 734193289.11628 0 0 0 0 11322735411.6342 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53790232.1125073 0 0 0 0 83938789.6271788 259949972.527581 0 0 61813001852.8684 0 0 1823553937.4431696 0 0 0 0 23967018.743677694 0 0 0 0 171564812.907231 0 0 0 0 0 0 0 0 0 0 23255707992.8189 0 0 0 0 147489346.11493897 0 0 0 245092589.867473 0 0 0 0 0 0 0 0 0 0 0 0 0 0 865740772.084972 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx3402 0 0 0 0 0 0 0 137512229.65235502 0 33185127.9760415 0 0 0 0 0 0 0 0 0 9839607341.15758 0 0 0 0 19195319.1233965 0 0 0 0 0 0 1301377.5676879 0 0 0 0 0 0 0 0 0 0 0 0 708274741.21414 0 0 0 0 72877143.79052241 0 0 0 16704699355.1032 0 0 2313523970.95717 0 0 0 0 0 0 0 0 0 14965842.0284109 0 0 0 0 0 0 0 0 0 0 23801653472.3585 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37414605.0710271 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx1524 0 0 0 0 0 0 0 13230680.9622563 0 3470342.54747707 0 0 0 0 250732249.055218 0 0 0 0 1196292145.03811 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49669277.7107655 0 0 0 0 25810672.6968607 1409826.65991256 0 0 26634662155.4773 0 0 194230734.45410705 0 0 0 0 23207915.7862529 0 0 0 0 9543442.00556193 0 0 0 0 0 0 0 0 0 0 1939813035.83507 0 0 0 0 118642335.841872 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 73636330.929279 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2096 0 0 0 0 0 0 0 1875825054.91611 0 737121055.5740759 0 0 0 0 0 0 0 0 0 8635605787.01017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 268517247.844845 0 0 0 0 190651583.889838 1735167.99899738 0 0 96428816552.2814 0 0 798719519.538483 0 0 0 0 508621119.706108 0 0 0 0 438780607.746463 0 0 0 0 0 0 0 0 0 0 7199971163.839709 0 0 0 0 1432923423.17203 0 0 0 5918983388.57989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7092390747.901871 0 0 0 0 0 0 0 0 0 0 0 0
x14MCx2741 0 0 0 0 0 9001186.82822404 0 362216433.810462 0 284459193.378695 0 0 0 0 5530849.73782441 0 0 0 0 4100637064.44346 0 0 0 0 13230660.1571486 0 0 0 0 0 0 2928096.92002469 0 0 0 0 0 0 0 0 0 0 0 0 390738266.7721839 0 4663265.46522451 0 0 102374944.166789 0 0 0 35136620800.1259 0 0 46090414.4818701 0 0 0 0 0 0 0 0 0 54224017.037494205 0 0 0 0 0 0 0 0 0 0 13790902701.18 0 0 0 0 40017324.5736708 0 0 0 850666379.28421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 151610351.636834 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx2678 0 0 0 0 0 0 0 491052457.1996 0 1008566221.72179 0 0 0 0 0 0 0 0 0 14473467521.6119 0 0 0 0 6506878.84981802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 200954108.478547 0 0 0 0 222643704.64460695 0 0 0 90670862468.655 0 0 8638207017.075909 0 0 0 0 36655417.5206415 0 0 0 0 51621238.87522299 0 0 0 0 0 0 0 0 0 0 12251476842.3799 0 0 0 0 45331255.9870656 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx2235 0 0 0 0 0 0 0 723673552.1796759 0 290966003.371508 0 0 0 0 0 0 0 0 0 42773520767.7127 0 0 0 0 82203589.47283 0 0 0 0 0 0 3144992.20938268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 266998993.775867 5422400.36100462 0 0 33344291883.9474 0 0 3681701397.11492 0 0 0 0 0 0 0 0 0 179047659.920372 0 0 0 0 0 0 0 0 0 0 28902153060.2052 0 0 0 3578784.23826305 27112001.8050231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10302560.685908802 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx1787 0 0 0 0 0 0 0 506343656.978532 0 41969371.4394285 0 0 0 0 302895231.086108 0 0 0 0 11233584859.3106 0 0 0 0 4012575.56397637 0 0 0 0 0 0 1843615.79966482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110074708.038811 0 0 0 91427076465.1427 0 0 1940459853.14133 0 0 0 0 64960344.941131 0 0 0 0 154972175.16006002 0 0 0 0 0 0 0 0 0 0 15556972357.5128 0 0 0 0 1212773852.2148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3036543.67003617 0 0 0 0 0 0 0 0 0 0 0 0
x10MCx2541 0 0 0 0 0 0 0 3213423669.04758 0 0 0 0 0 0 0 0 0 0 0 9813787860.11685 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 592451604.873508 0 0 0 20335416032.335 0 0 3354514560.12216 0 0 0 0 0 0 0 0 0 19303749.8933707 0 0 0 0 0 0 0 0 0 0 37772883723.936005 0 0 0 3687233.12570003 156815855.87536 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28413384.674512 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx1679 0 0 0 0 0 0 0 124281360.786912 0 465133295.301104 0 0 0 0 1635395218.73179 0 0 0 0 33246023146.2106 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64743431.404700205 0 0 0 0 189567031.985621 0 0 0 97622466658.3253 0 0 0 0 0 0 0 11603931.5917972 0 0 0 0 22774071.348387 0 0 0 0 0 0 0 0 0 0 48419193958.094 0 0 0 0 2944687425.34644 0 0 0 203123026.835852 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18327705.037511397 0 0 0 0 0 0 0 0 0 0 0 0
x10MCx3153 0 0 0 0 0 0 0 285760763.474677 0 0 0 0 0 0 941980262.44442 0 0 0 0 1508621624.55265 0 0 0 0 0 0 0 0 0 0 0 2819650.79709359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164624227.307233 0 0 0 4073202472.61685 0 0 3977551241.7308297 0 0 0 0 0 0 0 0 0 10411018.3277302 0 0 0 0 0 0 0 0 0 0 26650688645.4831 0 0 0 0 179481618.04576498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 204858475.219607 0 0 0 0 0 0 0 0 0 0 0 0
x11MCx2290 0 0 0 0 0 0 0 22665634.554245494 0 241730619.241211 0 0 0 0 0 0 0 0 0 830928669.6393731 0 0 0 0 13122209.4787737 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2711200.30553176 0 0 0 0 164407186.527446 0 0 0 6607845832.654221 0 0 2930482186.24317 0 0 0 0 0 0 0 0 0 51079013.7562183 0 0 0 0 0 0 0 0 0 0 34429858023.9845 0 0 0 0 4554816.51329335 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 704912079.438257 0 0 0 0 0 0 0 0 831145565.663815 0 0 0
x20MCx2233 0 0 0 0 0 0 0 779741139.586346 0 0 0 0 0 0 0 0 0 0 0 5449837480.89466 0 0 0 0 48150913.2095045 0 0 0 0 0 0 8025152.20158409 0 0 0 0 0 0 0 0 0 0 0 0 15833408.397720002 0 0 0 0 23316320.5856835 0 0 0 71493586659.85 0 0 67996897.7080165 0 0 0 0 22774080.572063 0 0 0 0 97060962.438077807 0 0 0 0 0 0 0 0 0 0 2423487516.87567 0 0 0 0 165816996.16516298 0 0 0 776487699.504623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 433792.01089643704 0 0 0 0 0 0 0 0 0 0 0 0
x14MCx1313 0 0 0 0 0 0 0 244983931.94130895 0 179481366.694496 0 0 0 0 1057367568.13978 0 0 0 0 38675360651.8377 0 0 0 0 26569749.1481278 0 0 0 0 0 0 2711198.8926661 0 0 0 0 0 0 0 0 0 0 0 0 2286842041.986 0 10302555.7921312 0 0 162455037.648553 0 0 0 146079179440.93802 0 0 59971719.50577421 0 0 0 0 0 0 0 0 0 125040492.92976101 0 0 0 0 0 0 0 0 0 0 37247101075.1812 0 0 0 0 80359935.17862329 0 0 0 547987520.185673 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx3294 0 0 0 0 0 0 0 184903789.569995 0 745579796.6532071 0 0 0 0 0 0 0 0 0 13519991576.6054 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1637889697.28777 0 0 0 0 159418516.52075902 0 0 0 107121217952.138 0 0 978959829.001964 0 0 0 0 0 0 0 0 0 348877120.84849 0 0 0 0 0 0 0 0 0 0 50695847389.3942 0 0 0 0 52597265.6548081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 152803190.324999 0 0 0 0 0 0 0 0 0 0 0 0
x20MCx2653 0 0 0 0 0 0 0 1225461875.00152 0 1040991906.03006 0 0 0 0 0 0 0 0 0 38090716961.6071 0 0 0 0 0 0 0 0 0 0 0 7591356.74779706 0 0 0 0 0 0 0 0 0 0 0 0 1286084281.03036 0 0 0 0 345298284.071226 0 0 0 122844094028.527 0 0 10953243.3075358 0 0 0 0 113219663.495716 0 0 0 0 41644014.1593438 0 0 0 0 0 0 0 0 0 0 78942410372.388 0 0 0 0 65502563.93813461 0 0 0 6675405332.19857 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19845975.4978123 0 0 0 0 0 0 0 0 0 0 0 0
x12MCx1147 0 0 0 0 0 0 0 1090986554.66771 0 162997295.394191 0 0 0 0 695368368.641087 0 0 0 0 10131317586.8401 0 0 0 0 0 0 0 0 0 0 0 3253439.02982418 0 0 0 0 0 0 0 0 0 0 0 0 663810010.051793 0 0 0 0 194447206.015825 0 0 0 45785430570.7803 0 0 6191511369.69073 0 0 0 0 0 0 0 0 0 528358498.443446 0 0 0 0 0 0 0 0 0 0 115465852544.072 0 0 0 0 17026330.922746498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1843615.4502337 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx3118 0 0 0 0 0 0 0 42403156.5924144 0 42294708.621589795 0 0 0 0 11061693.0241081 0 0 0 0 22065800175.7083 0 0 0 0 192169804.301172 0 0 0 0 0 0 4554814.77463275 0 0 0 0 0 0 0 0 0 0 0 0 269276311.557455 0 0 0 0 23750105.610585 3904126.94968521 0 0 51225507466.9655 0 0 25810617.0562522 0 0 0 0 19845978.660899803 0 0 0 0 101832644.604289 0 0 0 0 0 0 0 0 0 0 32530270224.4854 0 0 0 0 59429488.0118749 0 0 0 2924516429.2267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11712380.8490556 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2966 0 0 0 0 0 0 0 407439311.38535 0 96518761.547235 0 0 0 0 0 0 0 0 0 17663584051.4241 0 0 0 0 12037733.181733802 0 0 0 0 0 0 3795681.63388003 0 0 0 0 0 0 0 0 0 0 0 0 867584.373458292 0 0 0 0 2602753.12037488 0 0 0 73921442060.0469 0 0 824638946.972106 0 0 0 0 0 0 0 0 0 36113199.5452014 0 0 0 0 0 0 0 0 0 0 11087619844.7503 0 0 0 0 26244427.2971133 0 0 0 2463614276.4815 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5205506.24074975 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx2128 0 0 0 0 0 0 0 372085001.34623903 0 72551695.10365309 0 0 0 0 1112676220.87217 0 0 0 0 52475589123.1173 0 0 0 0 0 0 0 0 0 0 0 10519453.550156 0 0 0 0 0 0 0 0 0 0 0 0 167118329.080313 0 0 0 0 1674870521.94442 0 0 0 77257686519.6889 0 0 49452276.4832075 0 0 0 0 4988606.8382183 0 0 0 0 880922898.844506 0 0 0 0 0 0 0 0 0 0 64268330344.7411 0 0 0 0 179047606.30213898 0 0 0 215377677.841338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33293528.246370003 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx3314 0 0 0 0 0 0 0 1533779875.4328802 0 225463364.280913 0 0 0 0 0 0 0 0 0 21422056150.3134 0 0 0 0 135885327.293884 0 0 0 0 0 0 13230654.3733869 0 0 0 0 0 0 0 0 0 0 0 0 31883708.0801292 0 0 0 0 385966384.54823 0 0 0 126172291816.031 0 0 5182946178.79433 0 0 0 0 65936375.8936004 0 0 0 0 1493437224.39272 0 0 0 0 0 0 0 0 0 0 46628513243.3622 0 0 0 0 65177239.9869307 0 0 0 7262653219.109421 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31666812.106794897 0 0 0 0 0 0 0 0 0 0 0 0
x30MCx3061 0 0 0 0 0 0 0 573364512.3162401 0 0 0 0 0 0 118642098.822388 0 0 0 0 35604125133.4397 0 0 0 0 26352861.0729802 0 0 0 0 0 0 13230654.5304674 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 97386293.1832766 0 0 0 94219069695.061 0 0 5808691130.827021 0 0 0 0 0 0 0 0 0 24075453.325932503 0 0 0 0 0 0 0 0 0 0 74823363945.3476 0 0 0 0 7157567.20500697 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 37197659.86844529 0 0 0 0 0 0 0 0 0 0 0 0
