SampleID Synergistetes Bacteroidetes Tenericutes unclassified Chlorobi Deferribacteres Planctomycetes Aquificae Verrucomicrobia Thermotogae Thermodesulfobacteria Proteobacteria Chlamydiae Cyanobacteria Elusimicrobia Euryarchaeota Nanoarchaeota Actinobacteria Fusobacteria Dictyoglomi Lentisphaerae Chloroflexi Acidobacteria Fibrobacteres Deinococcus_Thermus Chrysiogenetes Nitrospirae Firmicutes Korarchaeota Gemmatimonadetes Crenarchaeota Thaumarchaeota Spirochaetes
x30MCx2043 0 46004422346.4655 0 38691119583.0593 0 0 0 0 143693667.499751 0 0 3602752700.3843203 0 0 0 0 0 1695368380.39517 0 0 0 0 0 0 0 0 0 12123949855.196 0 0 0 0 0
x30MCx1646 0 6308966749.09063 0 54842516749.7272 0 0 0 0 4468602920.43454 0 0 718143151.052482 0 0 0 63659019.88338979 0 292918249.9234 0 0 0 0 0 0 0 0 0 15997500851.8884 0 0 0 0 0
x11MCx2191 0 101623116349.78 0 48287214926.2958 0 0 0 0 57477420.7052035 0 0 5247471614.45789 0 0 0 0 0 254852714.4476 0 0 0 0 0 0 0 0 0 59181029765.31299 0 0 0 0 0
x20MCx1360 0 11730622408.6065 0 15614260074.7796 0 0 0 0 274156991.429603 0 0 52597365.839935705 0 0 0 4554823.43356145 0 197484130.297986 0 0 108448.176989558 0 0 0 0 0 0 5278389670.43578 0 0 0 0 0
x30MCx2543 0 26597410631.5852 0 114960395251.565 0 0 0 0 164190249.724654 0 0 3766073185.06477 0 0 0 0 0 447239491.323958 0 0 0 0 0 0 0 0 0 23353080703.7366 0 0 0 0 0
x10MCx2507 0 25042641832.871 0 5719991948.799789 0 0 0 0 2711205.04171081 0 0 2671296103.49682 0 0 0 0 0 612515443.0233049 318403920.098517 0 0 0 0 0 0 0 0 1668475582.6688302 0 0 0 0 0
x30MCx1445 0 49764386113.1006 0 78344329493.9165 0 0 0 0 1843615.43574264 0 0 2319593562.06466 0 0 0 0 0 788308270.73019 0 0 22448729.1293368 0 0 0 0 0 0 25345916562.622997 0 0 0 0 0
x30MCx3065 0 17682663866.8809 0 82254774111.5772 0 0 0 0 5139784677.9368105 0 0 41644033.34446839 0 0 0 93373731.0145503 0 597765395.2987231 0 0 0 0 0 0 0 0 0 31994872232.9474 0 0 0 0 0
x20MCx2373 0 90467501542.417 0 24974479718.5852 0 0 0 0 13664442.4184365 0 0 500161971.69705594 0 0 0 0 0 142500613.79226598 0 0 0 0 0 0 0 0 0 7890131017.09004 0 0 0 0 0
x30MCx2089 0 62117043654.0509 0 21360887687.6277 0 0 0 0 3369478346.61592 0 0 2192058764.72957 0 0 0 0 0 122546203.14373998 0 0 0 0 0 0 0 0 0 35288534794.8322 0 0 0 0 0
x14MCx1953 0 30484080735.157997 0 90996977522.0365 0 0 0 0 71901020.75252329 0 0 1289555109.75604 0 0 0 58778813.3452 0 3035242486.91044 0 0 34594910.4374886 0 0 0 0 0 0 26422486422.6037 0 0 0 0 0
x10MCx2686 0 28043016702.5058 0 18432466604.2427 0 0 0 0 0 0 0 248128941.026484 0 0 0 0 0 148682158.281167 17677018.0888623 0 0 0 0 0 0 0 0 7051937289.85495 0 0 0 0 0
x20MCx1339 0 38721588746.8456 2494304.86645488 17781357152.7685 0 0 0 0 128836268.754278 0 0 6520980505.21443 0 0 0 0 0 31666827.0002098 0 0 0 0 0 0 0 0 0 8672372676.5506 0 0 0 0 0
x20MCx1589 0 24311429096.4504 0 98555225460.5447 0 0 0 0 181867223.051296 0 0 518055888.202767 0 0 0 0 0 3107684641.4776 0 0 1203880765.11177 0 0 0 0 0 0 16693285496.1615 0 0 0 0 0
x20MCx2343 0 30859765389.6424 0 6461769695.37477 0 0 0 0 8458949.31926746 0 0 934605451.710859 0 0 0 0 0 199219101.275568 0 0 0 0 0 0 0 0 0 3859016058.6770897 0 0 0 0 0
x30MCx3384 0 25404474859.5121 0 42322355280.779 0 0 0 0 27545779.660267897 0 0 2393012495.99792 0 0 0 18653047.643960997 0 61056196.6485467 0 0 759135.6599286441 0 0 0 0 0 0 12875591480.0983 0 0 0 0 0
x20MCx1557 0 23383686829.8906 0 8846978746.0814 0 0 0 0 144344415.296211 0 0 326971008.353176 0 0 0 759136.6694766941 0 405162085.309276 0 0 0 0 0 0 0 0 0 11261467147.3998 0 0 0 0 0
x10MCx2624 0 66597810166.6486 0 62775126510.4886 0 0 0 0 0 0 0 1818564561.55201 0 0 0 0 0 857173015.356141 0 0 0 0 0 0 0 0 0 21137600255.9546 0 0 0 0 0
x10MCx2460 0 45506386861.313904 0 19130435411.2925 0 0 0 0 0 0 0 462096718.220412 0 0 0 0 0 58453445.4636945 0 0 9326523.76600692 0 0 0 0 0 0 9833301039.94355 0 0 0 0 0
x20MCx2916 0 35733282066.9559 0 89939049773.7657 0 0 0 0 11171876482.6676 0 0 3879400923.52631 0 0 0 192061361.83509699 0 2004335454.22714 0 0 0 0 0 0 0 0 0 54321373247.0222 0 0 0 0 0
x30MCx1417 0 90265798973.9204 0 93137609627.0275 0 0 0 0 3540175482.7999296 0 0 3962797215.9353104 0 0 0 0 0 644289380.692145 0 0 0 0 0 0 0 0 0 23064713934.6247 0 0 0 0 0
x14MCx2986 0 45146043600.7323 0 53029780942.7874 0 0 0 0 2671725447.87707 0 0 585510865.931494 0 0 0 0 0 66695532.97793461 0 0 0 0 0 0 0 0 0 14146502112.6938 0 0 0 0 0
x30MCx2337 0 15341598474.669 0 113240549920.204 0 0 0 0 1143475872.59683 0 0 21689603.046222106 0 0 0 135017778.962733 0 189241786.578288 0 0 5422400.76155552 0 0 0 0 0 0 24565861306.1816 0 0 0 0 0
x30MCx2165 0 2841662758.94041 0 22541782915.9958 0 0 0 0 0 0 0 14532031.053620402 0 0 0 0 0 224270449.394679 0 0 0 0 0 0 0 0 0 4428256895.61554 0 0 0 0 0
x13MCx1149 0 41363479551.9654 0 62293077247.0962 0 0 0 0 291291345.802527 0 0 538986592.9406401 0 0 0 0 0 599934372.665517 0 0 6181536.37779003 0 0 0 0 0 0 34707049353.1519 0 0 0 0 0
x30MCx2281 0 9525857796.36383 0 31526492139.5039 0 0 0 0 0 0 0 167118409.619944 0 0 0 43921450.938402005 0 135126241.652466 0 0 9109634.2687056 0 0 0 0 0 0 5483566037.65273 0 0 0 0 0
x30MCx3353 0 75858259414.0616 0 74021584863.4082 0 0 0 0 2193142975.7831697 0 0 1872462375.50671 0 0 0 101290389.130271 0 3873110232.76072 5856189.52145038 0 0 0 0 0 0 0 0 18871679180.8279 0 0 0 0 0
x30MCx1130 0 17692966722.4938 0 82933659997.5858 0 0 0 0 1150958680.36695 0 0 844701513.368338 0 0 0 95542692.6790995 0 600693501.418311 0 0 11495488.5629791 0 0 0 0 0 0 11669981403.5247 0 0 0 0 0
x30MCx1197 0 71438243952.9012 0 43339271461.1016 0 0 0 0 1614464643.07518 0 0 877127025.807216 0 0 0 0 0 372518710.886225 0 0 0 0 0 0 0 0 0 9365673476.22861 0 0 0 0 0
x20MCx2328 0 37283334175.5245 0 43526034220.5516 0 0 0 0 0 0 0 3469793411.51838 0 0 0 0 0 1354949175.91845 0 0 0 0 0 0 0 0 0 17648717299.4871 0 0 0 0 0
x11MCx2264 0 26981859026.8926 0 87904684370.6926 0 0 0 0 10306245943.576 0 0 6919523774.96335 0 0 0 0 0 1778438529.6704602 0 0 155839756.517864 0 0 0 0 0 0 20992168287.6872 0 0 0 0 0
x20MCx2024 0 7215267649.1623 0 52846749315.1685 0 0 0 0 5272962538.8921 0 0 300292733.128876 0 0 0 59863340.08202951 0 671618958.565234 0 0 38499068.349856 0 0 0 0 0 0 6133606500.65114 0 0 0 0 0
x30MCx1575 0 28180972925.235 0 50345142151.2626 0 0 0 0 1553083862.51781 0 0 542565363.04564 0 0 0 79383938.78660971 0 769980827.028592 0 0 33944225.191542104 0 0 0 0 0 0 11222199433.9322 0 0 0 0 0
x30MCx3140 0 58029038920.1986 0 26782007685.8962 0 0 0 0 0 0 0 4974295640.68518 0 0 0 1952065.08965582 0 870729478.047032 0 0 0 0 0 0 0 0 0 6336511729.08333 0 0 0 0 0
x11MCx1658 0 31982402351.5654 0 32516508796.1806 0 0 0 0 0 0 0 134150187.205881 0 0 0 0 0 90120295.5279606 0 0 0 0 0 0 0 0 0 7081329647.52015 0 0 0 0 0
x30MCx1503 0 30785565071.8047 0 119291380565.459 0 0 0 0 4473045847.63542 0 0 2180346864.34345 0 0 0 30040093.5798625 0 526623445.57333 0 0 0 0 0 0 0 0 0 14875160273.6038 0 0 0 0 0
x20MCx2773 0 31567573424.1717 0 76002930681.4907 0 0 0 0 974947129.13171 0 0 1849254554.6111104 0 0 0 0 0 975597816.870842 0 0 0 0 0 0 0 0 0 21556525661.7239 0 0 0 0 0
x30MCx1405 0 3695800134.75408 0 34390277535.499 0 0 0 0 1777354629.19935 0 0 284350713.146665 0 0 0 104760789.054035 0 428911926.199489 0 0 93807538.85273293 0 0 0 0 0 0 6977545722.2946 0 0 0 0 0
x20MCx1334 0 21872783900.4187 1301376.9060535 36076662141.5397 0 0 0 0 127968729.095261 0 0 441817459.605164 0 0 0 0 0 416440609.937121 0 0 0 0 0 0 0 0 0 15639296968.498 0 0 0 0 0
x10MCx3358 0 33020063889.8327 0 2917037285.15269 0 0 0 0 0 0 0 3814120057.95301 0 0 0 0 0 1348769154.4146 0 0 0 0 0 0 0 0 0 13422622677.647 0 0 0 0 0
x10MCx1365 0 26614882730.4793 0 47374872997.3331 0 0 0 0 0 0 0 1196507159.94629 0 0 0 0 0 562086160.609228 0 0 0 0 0 0 0 0 0 30918317618.632004 0 0 0 0 0
x20MCx1812 0 20242818770.2477 0 5726494850.73936 0 0 0 0 4663269.42242618 0 0 201605066.42535505 0 0 0 2168962.52205869 0 69515248.831981 0 0 0 0 0 0 0 0 0 3705564020.81117 0 0 0 0 0
x20MCx1173 0 61249665547.2592 0 136371341843.428 0 0 0 0 202146974.029171 0 0 31109811994.5837 0 0 0 33293519.864246503 0 443660552.979258 0 0 11278586.5338164 0 0 0 0 0 0 21061892768.3226 0 0 0 0 0
x20MCx3417 0 48761699584.9421 0 21835683239.4699 0 0 0 0 1234680693.93319 0 0 1271227676.26568 0 0 0 0 0 1287603327.10309 0 0 0 0 0 0 0 0 0 12490825908.286 0 0 0 0 0
x20MCx1167 86324589.2086332 30605211865.7759 0 111724623551.486 0 0 0 0 363300720.91573 0 0 3100093853.1633 0 0 0 9326525.96977696 0 186096727.489968 0 0 0 0 0 0 0 0 0 23814524927.9907 0 0 0 0 0
x30MCx3237 0 20763881464.2766 0 103843808113.853 0 0 0 0 0 0 0 561109778.841804 0 0 0 9434973.08837205 0 1222317030.79358 0 0 0 0 0 0 0 0 0 18651531972.1466 0 0 0 0 0
x10MCx2755 0 61082922977.7245 0 44024914361.5741 0 0 0 0 0 0 0 762064355.120978 0 0 0 0 0 265697690.343873 0 0 0 0 0 0 0 0 0 11346918098.2365 0 0 0 0 0
x20MCx1898 0 26311341854.3283 0 60122625875.1981 0 0 0 0 0 0 0 3303978455.4832 0 0 0 0 0 448107364.86760896 0 0 0 0 0 0 0 0 0 13273065947.1228 0 0 0 0 0
x30MCx1308 0 12757621907.8433 0 27294877739.3142 0 0 0 0 1157358515.10994 0 0 836568926.6827309 0 0 0 0 0 21364282.934469502 0 0 47174939.4745901 0 0 0 0 0 0 4196509098.640779 0 0 0 0 0
x10MCx2892 0 4197914694.5554104 0 49568665250.5754 0 0 0 0 40451114.238786 0 0 45873515.6112774 0 0 0 109315611.66942701 0 382496192.815545 0 0 48910060.3798726 0 0 0 0 0 0 3568156999.15425 0 0 0 0 0
x30MCx1169 0 3901526921.99768 0 78949418738.2104 0 0 0 0 748725313.249721 0 0 395510025.69839704 0 0 0 77865697.4092265 0 725517431.292097 0 0 12471525.35106 0 0 0 0 0 0 9660118192.79145 0 0 0 0 0
x20MCx3182 0 60407732746.9416 0 39808567911.5356 0 0 0 0 832772575.0669 0 0 136861438.954867 0 0 0 0 0 52597304.194224 0 0 0 0 0 0 0 0 0 6924733329.30678 0 0 0 0 0
x13MCx1299 0 97361896542.3935 0 47652156389.5455 0 0 0 0 0 0 0 1564253845.03632 0 0 0 0 0 1408197183.7074802 0 0 0 0 0 0 0 0 0 25090419116.3171 0 0 0 0 0
x14MCx3397 0 10951952976.2894 0 34709995460.2938 0 0 0 0 0 0 0 190977038.769414 0 0 0 0 0 264938617.66818705 0 0 36763893.3235839 0 0 0 0 0 0 9092285593.65568 0 0 0 0 0
x30MCx1430 0 21441477234.5745 0 49531469497.7908 0 0 0 0 85131704.8491795 0 0 6257668322.557139 0 0 0 0 0 1507102295.9096198 0 0 0 0 0 0 0 0 0 39087598705.3188 0 0 0 0 0
x10MCx2706 0 36110691464.4819 0 29391903743.4365 0 0 0 0 42403170.0766492 0 0 482810519.64512 0 0 0 0 0 128077094.272436 0 0 0 0 0 0 0 0 0 5719114008.08739 0 0 0 0 0
x30MCx1253 0 34138557032.6519 0 70334697620.7325 0 0 0 0 900335143.475933 0 0 411885434.223271 0 0 0 0 0 828434131.656547 0 0 0 0 0 0 0 0 0 27435170392.2599 0 0 0 0 0
x20MCx3201 0 43478735771.3279 0 82815518935.6031 0 0 0 0 0 0 0 746121905.4937309 0 0 0 0 0 303437367.960968 0 0 0 0 0 0 0 0 0 14878408241.6144 0 0 0 0 0
x14MCx2193 0 8694821505.62907 0 37681030194.9655 0 0 0 0 0 0 0 269927168.41298103 0 0 0 74720698.6888485 0 83613437.86517009 0 0 23858568.521838397 0 0 0 0 0 0 7119396846.916579 0 0 0 0 0
x10MCx1563 0 33799989637.3897 0 82944504361.485 0 0 0 0 9769646955.029 0 0 2312653701.0855603 0 0 0 0 0 4074283090.0859704 0 0 0 0 0 0 0 0 0 25187157548.9248 0 0 0 0 0
x30MCx2573 0 4683874280.81245 0 39241409797.1887 0 0 0 0 992083397.102854 0 0 89903491.0579653 0 0 0 458627097.32706296 0 450710384.604226 0 0 132848946.376366 0 0 0 0 0 0 2715974704.53038 0 0 0 0 0
x12MCx1869 0 94718915080.3886 0 72308027884.6838 0 0 0 0 5202901142.99536 0 0 3221773118.9783697 0 0 0 0 0 281531002.31815803 0 0 0 0 0 0 0 0 0 25486363965.6357 0 0 0 0 0
x20MCx3206 0 14788138144.0656 0 904568463.561074 0 0 0 0 0 0 0 115822937.187774 0 0 0 0 0 53031288.6562001 778226027.396507 0 0 0 0 0 0 0 0 2304312518.1328 0 0 0 0 0
x20MCx1403 0 17517604937.2379 0 10357759734.7282 0 0 0 0 0 0 0 897081830.2534 0 0 0 0 0 296063031.502875 0 0 0 0 0 0 0 0 0 5390949925.27762 0 0 0 0 0
x20MCx2225 0 32262583968.7539 0 6816295476.49218 0 0 0 0 0 0 0 1294871652.7344198 0 0 0 650689.272730866 0 155406287.970555 0 0 433792.848487244 0 0 0 0 0 0 3372197155.92771 0 0 0 0 0
x10MCx1939 0 81095750574.4402 0 114557148768.095 0 0 0 0 0 0 0 1826046588.4879 0 0 0 0 0 342695523.198822 0 0 0 0 0 0 0 0 0 41514851436.7778 0 0 0 0 0
x12MCx3117 0 12918322353.1936 0 15016248359.9308 0 0 0 0 0 0 0 2656324611.47687 0 0 0 0 0 422296400.632438 0 0 0 0 0 0 0 0 0 4171993459.76628 0 0 0 0 0
x10MCx1962 0 61990296342.7387 0 48536452249.4667 0 0 0 0 0 0 0 6017672015.44091 0 0 0 43270758.7839198 0 224162051.143765 0 0 0 0 0 0 0 0 0 15808467438.426 0 0 0 0 0
x10MCx2367 0 125775003610.219 0 106710721690.699 0 0 0 0 15067974984.4246 0 0 6925811392.02192 0 0 0 92397652.8819923 0 2456129157.83024 0 0 0 0 0 0 0 0 0 18778413124.9228 0 0 0 0 0
x20MCx1501 0 22992702322.0602 0 81336077155.7216 0 0 0 0 6475536036.679 0 0 366770994.892874 0 0 0 2819646.91520246 0 1387049386.36306 0 0 0 0 0 0 0 0 0 23121863840.3681 0 0 0 0 0
x20MCx2329 0 23630965308.6816 0 11012261262.2465 0 0 0 0 2060515.28384427 0 0 54766327.2811241 0 0 0 0 0 247370282.234146 0 0 0 0 0 0 0 0 0 8348665689.27282 0 0 0 0 0
x20MCx2133 0 44944968067.4894 0 36210350059.2668 0 0 0 0 17243230.4053461 0 0 653290691.5836769 0 0 0 0 0 44355227.8980285 0 0 0 0 0 0 0 0 0 18129792723.3568 0 0 0 0 0
x20MCx1224 0 8509169138.519641 0 2232188781.69519 0 0 0 0 0 0 0 66370282.97126059 0 0 0 0 0 75805274.17795941 0 0 0 0 0 0 0 0 0 406789103.635945 0 0 0 0 0
x20MCx3176 0 55403702823.2176 0 71143196411.7943 0 0 0 0 0 0 0 1128401551.5946698 0 0 0 0 0 2046088618.35046 0 0 0 0 0 0 0 0 0 27686018002.0429 0 0 0 0 0
x10MCx2294 0 61458148427.9268 0 34820384536.4092 0 0 0 0 0 0 0 2215918565.9368896 0 0 0 0 0 14098243.702432098 0 0 0 0 0 0 0 0 0 19816057556.0246 0 0 0 0 0
x30MCx1331 0 53597796916.0295 0 32854848924.7747 0 0 0 0 489425601.81382805 0 0 2701330005.66821 0 0 0 0 0 196399238.83998305 0 0 0 0 0 0 0 0 0 22660199312.8738 0 0 0 0 0
x20MCx2547 0 34955380281.6719 0 26095832631.6958 0 0 0 0 426742722.87629503 0 0 1572929212.85839 0 0 0 0 0 16700985.850813098 0 0 0 0 0 0 0 0 0 9771920338.04684 0 0 0 0 0
x10MCx2976 0 35350128416.3959 0 57134719339.8475 0 0 0 0 41101774.0296906 0 0 891116826.390416 0 0 0 0 0 1828649376.48718 0 0 0 0 0 0 0 0 0 29034119657.8493 0 0 0 0 0
x30MCx2023 0 82865570817.8285 0 24262100929.8936 0 0 0 0 0 0 0 1335428997.95151 0 0 0 0 0 384556701.8626 6506881.58819966 0 3253440.79409983 0 0 0 0 0 0 11975915563.0815 0 0 0 0 0
x20MCx2106 0 59452752750.6781 0 5546902117.953361 0 0 0 0 1192928.8202371 0 0 2463506461.86417 0 0 0 0 0 21581166.8388347 0 0 0 0 0 0 0 0 0 8717273129.845291 0 0 0 0 0
x30MCx2572 0 50391019430.0285 0 52368460479.5085 0 0 0 0 31233027.4350234 0 0 2178286767.5690303 0 0 0 0 0 88059785.68485749 0 0 0 0 0 0 0 0 0 43569314135.7741 0 0 0 0 0
x13MCx1179 0 70069541414.8852 0 68516674785.6943 0 0 0 0 82095121.048778 0 0 32162092158.6168 0 0 0 148682180.921895 0 459819436.2573559 0 0 0 0 0 0 0 0 0 12192047283.5757 0 0 0 0 0
x30MCx3103 0 4078950222.31862 0 34049452337.0567 0 0 0 0 448432924.845461 0 0 208979503.307667 0 0 0 39149766.8365687 0 297581607.200954 0 0 0 0 0 0 0 0 0 10877453638.434 0 0 0 0 0
x11MCx1994 125799686.28579 71705604286.8892 0 75613528162.1551 0 0 0 0 10540820782.6896 0 0 349961713.48641604 0 0 0 0 0 467194007.344122 0 0 0 0 0 0 0 0 0 20756839789.1499 0 0 0 0 0
x13MCx1608 0 1747859452.12126 0 10980379073.48 0 0 0 0 0 0 0 6160290892.74035 0 0 0 0 0 112677667.726872 0 0 0 0 0 0 0 0 0 16404198318.9315 0 0 0 0 0
x30MCx3366 0 6458948768.24123 0 52252546332.36099 0 0 0 0 3178829146.28911 0 0 1308425684.01945 0 0 0 205942840.775212 0 438889245.190776 0 0 145320382.642856 0 0 0 0 0 0 4246391718.48036 0 0 0 0 0
x20MCx1126 0 26600996914.4778 0 6842310664.709021 0 0 0 0 0 0 0 1200411087.56382 0 0 0 0 0 81661355.943225 23750115.4735276 0 0 0 0 0 0 0 0 4607305505.83263 0 0 0 0 0
x30MCx1142 0 24866468929.6109 0 51572106989.58401 0 0 0 0 22014937.9953728 0 0 2147052918.38616 0 0 0 0 0 104110051.603733 0 0 0 0 0 0 0 0 0 10255382322.8198 0 0 0 0 0
x30MCx1321 0 12827679677.5313 0 27555045406.5262 0 0 0 0 4229477.4223371 0 0 138054480.990644 0 0 0 0 0 297147900.95394 0 0 32209097.2931826 0 0 0 0 0 0 2800456294.28233 0 0 0 0 0
x30MCx3340 0 8833960781.76262 0 41514236651.2936 0 0 0 0 0 0 0 505584781.9069621 0 0 0 0 0 200845777.797446 0 0 50970580.7585312 0 0 0 0 0 0 13731799800.4808 0 0 0 0 0
x10MCx3347 0 44050058462.8601 0 108833964294.509 0 0 0 0 6866927225.13406 0 0 1733432797.95551 0 0 0 635939059.510204 0 52597278.9669934 0 0 0 0 0 0 0 0 0 16493747548.064 0 0 0 0 0
x30MCx2868 0 16831790044.8872 0 53223598052.1342 0 0 0 0 0 0 0 7538224849.68437 0 0 0 27003567.653163698 0 625419978.537329 0 0 0 0 0 0 0 0 0 13619992215.1037 0 0 0 0 0
x30MCx2780 0 35292238008.0756 0 69255879366.0668 0 0 0 0 3637021129.2039104 0 0 3814008292.12429 0 0 0 10411009.5835518 0 1774860237.9625895 0 0 19520642.9691596 0 0 0 0 0 0 34930238529.0141 0 0 0 0 0
x20MCx1213 0 68956031923.4481 0 43540692844.3349 0 0 0 0 2937423457.13495 0 0 1104434781.34322 0 0 0 0 0 561001681.450162 0 0 34486474.9083997 0 0 0 0 0 0 13886337000.3803 0 0 0 0 0
x20MCx1821 0 9343555729.21158 0 72087565308.9305 0 0 0 0 14705334096.7029 0 0 481075399.732843 0 0 0 0 0 9543425.42301402 0 0 0 0 0 0 0 0 0 17497219824.9992 0 0 0 0 0
x30MCx3364 0 33388203637.0661 0 38880442920.7823 0 0 0 0 0 0 0 1038172471.82323 0 0 0 0 0 1622707061.09798 0 0 0 0 0 0 0 0 0 18202342041.2304 0 0 0 0 0
x11MCx3193 0 13764972852.5393 0 72079821011.0331 0 0 0 0 71575646.49504 0 0 2079055634.78244 0 0 0 26678195.5117876 0 339658977.003735 0 0 20062870.6084582 0 0 0 0 0 0 25630913666.0261 0 0 0 0 0
x13MCx2965 0 71921928171.1856 0 73671519115.58 0 0 0 0 4163317197.99789 0 0 457216600.853324 0 0 0 20279768.5862361 0 1723671881.86972 0 0 60513961.8776458 0 0 0 0 0 0 28771026986.0496 0 0 0 0 0
x20MCx1203 0 47609207246.7568 0 62757655453.6245 0 0 0 0 270577720.255255 0 0 1268516069.66963 0 0 0 11603934.2955159 0 1358853240.40014 0 0 0 0 0 0 0 0 0 28429747471.9981 0 0 0 0 0
x12MCx2782 0 38913098670.4303 0 53843787132.4087 0 0 0 0 1213099459.13369 0 0 744495600.478527 0 0 0 11278593.219194 0 565664829.147269 0 0 0 0 0 0 0 0 0 17032519377.1822 0 0 0 0 0
x14MCx1621 0 11351801873.1182 0 34440179376.6589 0 0 0 0 4608934586.15382 0 0 930267556.413738 0 0 0 119075982.390101 0 71141934.8341585 0 0 0 0 0 0 0 0 0 2645265357.43109 0 0 0 0 0
x10MCx1523 0 35610329222.8122 0 10581059990.3501 0 0 0 0 473158871.12473 0 0 337707248.380108 0 0 0 0 0 193796677.217486 0 0 0 0 0 0 0 0 0 7699052885.11528 0 0 0 0 0
x20MCx2978 0 21071369756.1473 0 5166795862.52182 0 0 0 0 4988615.5295847 0 0 569895100.173208 0 0 0 0 0 56718389.608104296 0 0 0 0 0 0 0 0 0 4633122449.01995 0 0 0 0 0
x14MCx1929 0 37808536306.2517 0 133992113120.201 0 0 0 0 0 0 0 16738725140.1828 0 0 0 460903813.75707304 0 962367163.124769 0 0 25159925.8333273 0 0 0 0 0 0 40359015339.6491 0 0 0 0 0
x30MCx1881 0 12194543197.7373 0 123486694876.243 0 0 0 0 3155077506.10758 0 0 376639885.151466 0 0 0 311354192.418618 0 1884717697.68135 0 0 0 0 0 0 0 0 0 15053557678.6611 0 0 0 0 0
x10MCx1702 0 56829579494.9567 0 69693140791.1411 0 0 0 0 0 0 0 732566341.151838 0 0 0 0 0 7374248122.226891 0 0 0 0 0 0 0 0 0 24120465250.5235 0 0 0 0 0
x30MCx2298 0 55982508284.242 0 40484306417.9794 0 0 0 0 0 0 0 2510789170.7849803 0 0 0 0 0 205075255.785867 0 0 0 0 0 0 0 0 0 7200299594.20777 0 0 0 0 0
x10MCx2147 0 43877094478.2995 0 72488502858.1987 0 0 0 0 615767880.27362 0 0 557965083.481468 0 0 0 84372562.672222 0 5205505.1520137 0 0 0 0 0 0 0 0 0 19176647187.9225 0 0 0 0 0
x20MCx2821 0 71321031228.8378 0 122271410708.783 0 0 0 0 17026332.9282471 0 0 4555248970.178921 0 0 0 0 0 4290419001.95739 16267197.0652042 0 0 0 0 0 0 0 0 105861929893.249 0 0 0 0 0
x12MCx1862 0 22633956904.4176 0 116882391996.003 0 0 0 0 0 0 0 2067777259.59968 0 0 0 261901824.195376 0 479123088.73506 0 0 8458940.90568916 0 0 0 0 0 0 35412054726.1437 0 0 0 0 0
x30MCx2334 0 36554130506.2731 0 111637663225.373 0 0 0 0 1559048317.4161198 0 0 804250300.63703 0 0 0 0 0 597656877.941029 3361887.71841261 0 0 0 0 0 0 0 0 30795108396.6413 0 0 0 0 0
x12MCx2667 0 29333014127.9646 0 66684130886.6268 0 0 0 0 323283477.948324 0 0 2932867620.80995 0 0 0 87409085.2822371 0 981129025.494292 0 0 313956950.238308 0 0 0 0 0 0 17121986603.6354 0 0 0 0 0
x30MCx2015 0 27922096697.7189 0 68980386547.642 0 0 0 0 0 0 0 60188618.7409562 0 0 0 91204735.7858454 0 352238979.586713 0 0 0 0 0 0 0 0 0 12135869153.5256 0 0 0 0 0
x30MCx2790 0 46958408412.6204 0 116697073811.157 0 0 0 0 1321438616.05846 0 0 1572061893.99947 0 0 0 22557179.494473603 0 404077167.2904259 0 0 0 0 0 0 0 0 0 22607716252.3795 0 0 0 0 0
x20MCx3299 0 30186924284.8826 0 28328885335.2972 0 0 0 0 255828744.649037 0 0 1399629410.1061802 0 0 0 0 0 1016808100.81788 0 0 0 0 0 0 0 0 0 7162987954.2471 0 0 0 0 0
x30MCx1346 0 10673136644.8145 0 36774208425.1033 0 0 0 0 114521193.461741 0 0 100314492.378892 0 0 0 0 0 1285109983.44851 0 0 111267750.465669 0 0 0 0 0 0 10745363079.3274 0 0 0 0 0
x20MCx1955 0 60245689897.3522 0 72315845101.4027 0 0 0 0 4342366818.43852 0 0 3846650959.01737 0 0 0 0 0 355817924.909388 0 0 0 0 0 0 0 0 0 35378777813.8798 0 0 0 0 0
x10MCx3420 0 37223462829.2324 0 5745464771.47024 0 0 0 0 0 0 0 242814995.06072003 0 0 0 0 0 217004379.239169 0 0 0 0 0 0 0 0 0 1186637639.9975 0 0 0 0 0
x20MCx2345 0 36452513332.9413 0 47384070395.7371 0 0 0 0 948160748.016106 0 0 320897592.746158 0 0 0 18219261.7713263 0 183819337.514274 0 0 0 0 0 0 0 0 0 10306354419.2738 0 0 0 0 0
x30MCx2855 0 30960279489.3745 0 95540851201.9464 0 0 0 0 420344477.996447 0 0 138921897.91368702 0 0 0 0 0 691898289.3749571 0 0 0 0 0 0 0 0 0 50452832848.394005 0 0 0 0 0
x10MCx1165 0 24733196623.0786 0 52938356457.9077 0 0 0 0 0 0 0 2551564905.3901 0 0 0 0 0 491052613.55008495 0 0 0 0 0 0 0 0 0 21570093359.0735 0 0 0 0 0
x14MCx1407 0 20330536593.2743 0 67723304778.1923 0 0 0 0 0 0 0 906300244.895093 0 0 0 60730900.6989652 0 428911986.186441 0 0 0 0 0 0 0 0 0 9458512439.75294 0 0 0 0 0
x20MCx1735 0 39643484306.529 0 86724222609.7629 0 0 0 0 797526442.376932 0 0 2169501832.98212 0 0 0 0 0 150634243.739673 0 0 118642089.741687 0 0 0 0 0 0 19610648160.8676 0 0 0 0 0
