SampleID Veillonellaceae Waddliaceae Glycomycetaceae Desulfovibrionaceae Desulfurobacteriaceae Erysipelotrichaceae Leuconostocaceae Alcanivoracaceae Parachlamydiaceae Peptostreptococcaceae Promicromonosporaceae Acidimicrobiaceae Ferrimonadaceae Trueperaceae Alcaligenaceae Listeriaceae Beutenbergiaceae Rhodospirillaceae Verrucomicrobiaceae Oscillochloridaceae Puniceicoccaceae Kineosporiaceae Mycobacteriaceae Sphaerobacteraceae Pseudomonadaceae Hydrogenophilaceae Nakamurellaceae Moraxellaceae Thermaceae Propionibacteriaceae Carnobacteriaceae Nocardioidaceae Geobacteraceae Flammeovirgaceae Frankiaceae Methanocaldococcaceae Nitrosopumilaceae Alicyclobacillaceae Desulfurellaceae Aeromonadaceae Thermofilaceae Fusobacteriaceae Planctomycetaceae Thermotogaceae Nostocaceae Thermoanaerobacteraceae Campylobacteraceae Anaerolineaceae Neisseriaceae Caulobacteraceae Chromatiaceae Eubacteriaceae Solibacteraceae Prochlorococcaceae Thermoactinomycetaceae Aquificaceae Flavobacteriaceae Picrophilaceae Rickettsiaceae Methanopyraceae Prevotellaceae Erythrobacteraceae Hahellaceae Cystobacteraceae Corynebacteriaceae Xanthomonadaceae Syntrophobacteraceae Pseudoalteromonadaceae Blattabacteriaceae Methanosaetaceae Chloroflexaceae Thermoplasmataceae Bifidobacteriaceae Paenibacillaceae Methanocellaceae Thermococcaceae Halothiobacillaceae Hyphomicrobiaceae Thermoanaerobacterales_Family_III__Incertae_Sedis Heliobacteriaceae Oxalobacteraceae Ferroplasmaceae Desulfobacteraceae Halanaerobiaceae Beijerinckiaceae Clostridiales_Family_XVIII__Incertae_Sedis Syntrophaceae Dictyoglomaceae Lachnospiraceae Nannocystaceae Lentisphaeraceae Leptospiraceae Oscillospiraceae Kofleriaceae Methylophilaceae Desulfurococcaceae Spirochaetaceae Pseudonocardiaceae Thermodesulfobiaceae Acidilobaceae Methylococcaceae Rhodobacteraceae Chlorobiaceae Clostridiales_Family_XVII__Incertae_Sedis Haloplasmataceae Desulfobulbaceae Cellulomonadaceae Pyrodictiaceae unclassified Methylobacteriaceae Burkholderiaceae Acidobacteriaceae Cyclobacteriaceae Rubrobacteraceae Sanguibacteraceae Hydrogenothermaceae Acidaminococcaceae Myxococcaceae Methanocorpusculaceae Methylocystaceae Enterobacteriaceae Fibrobacteraceae Desulfarculaceae Microbacteriaceae Acholeplasmataceae Staphylococcaceae Verrucomicrobia_subdivision_3 Acidithiobacillaceae Syntrophomonadaceae Jonesiaceae Tsukamurellaceae Planococcaceae Pasteurellaceae Nocardiopsaceae Chlamydiaceae Ectothiorhodospiraceae Salinisphaeraceae Nitrospiraceae Ktedonobacteraceae Methanobacteriaceae Alteromonadaceae Xanthobacteraceae Desulfuromonadaceae Mycoplasmataceae Rhizobiaceae Halobacteriaceae Porphyromonadaceae Simkaniaceae Idiomarinaceae Entomoplasmataceae Enterococcaceae Desulfohalobiaceae Bacillaceae Comamonadaceae Actinomycetaceae Sulfolobaceae Sutterellaceae Methanococcaceae Desulfomicrobiaceae Bdellovibrionaceae Methanospirillaceae Natranaerobiaceae Conexibacteraceae Brevibacteriaceae Francisellaceae Thermoanaerobacterales_Family_IV__Incertae_Sedis Opitutaceae Lactobacillaceae Cardiobacteriaceae Brachyspiraceae Colwelliaceae Aerococcaceae Gallionellaceae Deferribacteraceae Succinivibrionaceae Deinococcaceae Clostridiaceae Mariprofundaceae Methanosarcinaceae Coxiellaceae Nocardiaceae Anaplasmataceae Streptomycetaceae Peptococcaceae Cytophagaceae Thermoproteaceae Catenulisporaceae Segniliparaceae Victivallaceae Psychromonadaceae Archaeoglobaceae Rhodothermaceae Chrysiogenaceae Dermabacteraceae Thermomonosporaceae Moritellaceae Ruminococcaceae Bartonellaceae Micromonosporaceae Dermacoccaceae Sphingobacteriaceae Gemmatimonadaceae Hyphomonadaceae Streptococcaceae Methylacidiphilaceae Piscirickettsiaceae Leptotrichiaceae Halomonadaceae Bacteroidaceae Pelobacteraceae Phyllobacteriaceae Bacteriovoracaceae Thermomicrobiaceae Herpetosiphonaceae Legionellaceae Thermodesulfobacteriaceae Acetobacteraceae Helicobacteraceae Aurantimonadaceae Brucellaceae Micrococcaceae Shewanellaceae Bradyrhizobiaceae Rikenellaceae Streptosporangiaceae Nautiliaceae Nitrosomonadaceae Methanomicrobiaceae Polyangiaceae Saprospiraceae Gordoniaceae Geodermatophilaceae Parvularculaceae Acidothermaceae Vibrionaceae Clostridiales_Family_XI__Incertae_Sedis Methanothermaceae Synergistaceae Oceanospirillaceae Coriobacteriaceae Elusimicrobiaceae Halobacteroidaceae Rhodocyclaceae Cryomorphaceae Intrasporangiaceae Sphingomonadaceae
x10MCx2014 2382822394.0106 0 0 59104232.8752856 0 4121029.08121258 0 0 0 2711203.34290301 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 216896.267432241 7374473.09269619 0 0 0 0 0 0 0 0 0 0 194881296.287868 0 0 0 0 8892746.96472188 0 0 0 0 433792.534864482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 407656534.638897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 67129394.7702785 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2761740173.21472 0 976033.203445084 0 0 0 0 0 402125679.819375 0 0 0 246827952.33789 0 0 0 0 0 0 0 0 0 0 0 356577463.658604 0 0 0 0 0 0 0 0 0 0 0 0 0 1301377.60459345 0 0 0 24183933.818694897 0 0 0 4663269.74979318 0 0 0 0 0 0 0 0 0 0 0 0 759136.9360128429 0 0 0 0 0 0 0 0 216896.267432241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 524888967.18602306 0 0 0 0 0 0 1676282802.85007 0 0 0 0 15017138420.0723 0 0 0 0 0 0 0 0 0 0 0 28738755.4347719 0 0 15724979.3888375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54007170.590628006 0 0 0 0 0 0
x10MCx1757 151068013.753878 0 0 355275529.833241 0 54223981.9647803 0 0 0 0 0 0 0 0 0 0 0 0 17344516663.1103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21472696.858053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 197917534.171448 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 573255937.331657 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19302544651.8586 0 0 0 0 0 0 0 6307875821.96289 0 0 0 6083713880.52049 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 848496869.7848821 0 0 0 0 0 0 0 2277407.24252077 0 0 0 0 0 0 0 0 0 0 0 0 8242045.2586466 0 0 0 0 0 0 0 0 58670348.485892296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 753821797.274376 0 0 0 0 0 0 52055022.6861891 0 0 0 0 70539435898.163 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2526295319.73911 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
x10MCx2098 317752840.84910095 0 0 107688932.069337 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3420343633.97262 0 0 0 0 0 0 0 0 39170249431.2102 0 0 0 0 0 0 0 0 0 0 0 21581165.6412871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 880056076.2766051 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9463395357.73865 0 0 0 0 0 0 0 0 0 0 0 11170151.0605657 0 0 0 0 0 0 0 0 0 0 0 11387047.197664 0 0 0 0 0 0 0 0 0 0 0 0 0 264721735.32855096 0 0 0 0 0 0 0 0 0 555362559.040357 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4012578.5363197 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3387375421.13367 0 0 0 0 0 0 10627910.7178198 0 0 0 0 3434116538.67837 0 0 0 0 0 0 0 0 0 0 0 1843617.16533608 0 0 1124823366.99211 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41752506.3914348 0 0 0 0 0 0
x13MCx2621 0 0 0 34269571.1272683 0 237609589.683053 0 0 0 1952064.17813554 0 0 0 0 0 0 0 0 1593643505.42787 0 0 0 0 0 10302560.9401598 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1497667016.66954 0 0 0 0 765751397.878612 0 0 0 20068304231.3323 0 0 0 0 0 0 0 0 0 0 0 475869867.42548496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8496684679.36461 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 78015980047.345 0 0 0 0 0 0 0 2975488047.52804 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28413378.5928617 0 0 0 0 0 0 256696439.424823 0 0 0 0 0 0 0 0 0 115822474.569375 0 0 0 0 0 0 0 0 0 0 6073088.55419945 0 0 0 0 0 0 0 0 10411008.9500562 0 0 0 0 0 0 0 0 0 0 0 6940672.63337079 0 0 0 0 0 0 0 5047495724.60901 0 0 0 0 0 0 16700993.524048498 0 0 0 0 2791994014.7833 0 0 0 0 0 0 0 0 0 0 0 0 0 0 156598926.290429 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231970293.16844 0 0 0 0 0 0
x20MCx1127 0 0 0 438238414.074179 0 318511809.486727 0 0 0 10519457.1059627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20930466.2005238 0 0 0 0 1095758707.20255 0 0 0 0 211365174.22187 0 0 0 106663065582.017 0 0 0 0 0 0 0 0 0 0 0 224162039.567268 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1595161799.7072802 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44798789029.91901 0 0 0 0 0 0 0 6555248497.18581 0 0 0 36763875.8651687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1216678239.9154198 0 0 0 0 0 0 0 0 0 42836964.5036627 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44680580.697491206 0 13339105.402406402 0 0 0 0 0 0 0 0 0 0 0 370783750.982336 0 0 0 0 0 0 0 5519678436.31119 0 0 0 0 0 0 7699808.80951911 0 0 0 0 4710005583.18626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172974578.185676 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 803274420.4522259 0 0 0 0 0 0
x20MCx2816 143693644.284711 0 0 716841500.922217 0 48801615.0400904 17243237.3141653 0 0 39149740.0654948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4880161.50400904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8199538911.00257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 384014486.3488 0 0 0 0 0 0 0 61923827.0842036 0 0 0 0 0 0 0 4956183575.43816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 81170533367.8147 0 0 0 0 0 0 0 1167226183.72554 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9543426.94117323 0 0 0 0 0 0 1467627236.30565 0 0 0 0 0 0 0 1518272.46791392 0 0 0 0 0 0 0 0 0 0 0 0 4012577.23662966 0 0 0 0 0 0 136536074.07883102 0 100748223.049431 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12290415627.7632 0 0 0 0 0 0 104543904.219216 0 0 0 0 11986544238.1136 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7031553591.04307 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85131706.2366022 0 0 0 0 0 0
x10MCx1546 4446369.06846473 0 0 15291171.6744763 0 8784290.11086935 0 0 0 17134788.1174982 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4880161.1727052005 0 0 0 0 0 0 0 0 10085666.4235907 0 0 0 0 0 0 0 0 0 0 0 95217366.8807814 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 182626475.885234 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1890249094.22781 0 0 0 0 0 0 0 0 0 0 0 9263847282.10718 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25268390.072006896 0 0 0 4771713.14664508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1701332632.83109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 207352625.82694095 0 0 0 0 0 0 10411010.5017711 0 0 0 0 41061459211.0894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24400805.863526 0 0 0 0 0 0
x13MCx1129 3024505491.3036604 0 0 355058660.350969 0 65611023.064244494 0 0 0 0 0 0 0 0 0 0 0 0 92072328.23395628 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2165922896.92412 0 0 0 0 216787496.042024 0 0 0 42195587636.3217 0 0 0 0 0 0 0 0 0 0 0 196833069.19273305 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 918554322.899423 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 80481083641.9305 0 0 0 0 0 0 0 726818308.391019 0 0 0 223836614.22247997 0 0 0 0 0 0 0 0 0 0 0 15941851.885031302 0 0 0 0 0 0 136427548.784826 0 0 0 0 0 0 403751799.782119 0 0 0 10302557.3406665 0 0 0 0 0 134909277.176728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 23316313.9815084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9882213001.1673 0 0 0 0 0 0 256587901.76859903 0 0 0 0 6508179696.08502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2615548188.8652 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 219715591.286214 0 0 0 0 0 0
x11MCx2914 1149333404.56526 0 0 24075487.4328636 0 22340317.167432 0 0 0 23424798.5833267 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3036547.96450532 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3711854542.182979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 974406552.181438 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5024944640.54835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11763153021.9272 0 0 0 0 0 0 0 674981233.252896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 262878295.21288905 0 0 0 0 0 0 0 0 0 0 0 0 0 489968703.70125 0 0 0 0 0 0 0 2819651.68132636 0 859126177.671825 0 0 0 0 0 0 0 0 0 0 12254639.9996107 0 0 0 0 0 0 0 0 14532050.9729897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5855332060.69896 0 0 0 0 0 0 317210814.149216 0 0 0 0 11017788944.7828 0 0 0 0 0 0 0 0 0 0 0 3253444.24768427 0 0 12471536.282789698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127751910.792402 0 0 0 0 0 0
x20MCx2718 1623032989.08757 0 0 0 0 116581615.880605 0 0 0 0 0 0 0 0 0 0 0 0 8305599659.37862 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2745361493.96978 0 0 0 0 660665305.9950191 0 0 0 2882765128.68674 0 0 0 0 0 0 0 0 0 0 0 583884111.535979 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3593208073.4624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64545547192.3154 0 0 0 0 0 0 0 4688207678.62191 0 0 0 143693619.573769 0 0 0 0 0 0 0 0 0 0 0 4880160.66476951 0 0 0 0 0 0 109966286.979473 0 0 0 0 0 0 5758806480.45757 0 0 0 0 0 0 0 3253440.44317967 0 0 0 0 0 0 0 0 0 0 0 0 1170696319.47082 0 0 0 0 0 0 0 0 397895766.200874 0 0 0 0 0 0 0 0 0 0 0 11712385.5954468 0 0 0 0 0 0 0 11099003623.8927 0 0 0 0 0 0 623033844.868907 0 0 0 0 22985448283.0496 0 0 0 0 0 0 0 0 0 0 0 5097056.69431482 0 0 8328048398.43656 0 0 0 0 0 0 0 0 0 0 0 0 0 124281424.92946398 0 835483505.80854 0 0 0 0 0 0
x13MCx1231 0 0 0 670533943.501654 0 116906936.939153 7808255.52840354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6906944254.840179 0 0 0 0 0 0 0 0 13598293898.7017 0 0 0 0 0 0 0 0 0 0 0 19845982.801359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6914427166.38824 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 108852829809.598 0 0 0 0 0 0 0 3039255016.43763 0 0 0 238477137.596658 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2740155450.50239 0 0 0 0 0 0 0 1843615.88865084 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24834590.5000613 0 0 0 0 0 0 0 0 0 0 0 59863292.3844272 0 0 0 0 0 0 0 12799682874.9355 0 0 0 0 0 0 36980765.7664668 0 0 0 0 27099960635.2393 0 0 0 0 0 0 0 0 0 0 0 6289983.62010285 0 0 8868226216.384329 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42294717.4455192 0 0 0 0 0 0
x20MCx3323 807613924.335261 0 0 49127045.484607704 0 69515311.60184 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3253446.72083494 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 213968346.006911 0 0 0 0 0 0 0 0 0 94458403.1282412 0 0 0 0 0 0 0 0 433792.896111326 0 0 0 0 0 0 0 0 0 0 0 7591375.6819482 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 351697590.522257 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2786577116.39513 0 0 0 0 0 0 0 1158118584.39321 0 0 0 1547339260.4291 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 457000816.053282 0 0 0 0 0 0 0 1735171.5844452998 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 578137482.292369 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 152478202.983131 0 0 0 0 0 0 11387063.5229223 0 0 0 0 19675110596.0253 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47391873.9001623 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 42620152.0429378 0 0 0 0 0 0
x30MCx1885 2168959.10759581 0 0 406246040.85269505 0 55850697.0205921 0 0 0 6398429.36740764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 284350539.005811 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 860642973.894017 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1034701942.27858 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49184618099.3071 0 0 0 0 0 0 0 368397704.425148 0 0 0 9760315.98418114 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1721177499.83265 0 0 0 0 0 0 0 0 0 513067276.90178895 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34269553.9000138 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8103665017.799459 0 0 0 0 0 0 3687230.48291288 0 0 0 0 22070460295.2519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5759887806.13143 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6181533.45664806 0 0 0 0 0 0
x20MCx1647 847737697.675434 0 0 653290506.6901389 0 94458172.5310609 0 0 0 41752464.3219959 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8597211971.756441 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1081659945.83789 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7197148817.4786 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 88328368528.7955 0 0 0 0 0 0 0 2172429520.25512 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35570930.643155 0 0 0 0 0 0 0 0 0 0 0 0 0 2473155711.33277 0 0 0 0 0 0 0 0 0 223077452.234664 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9651868.37573412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12383672469.9447 0 0 0 0 0 0 48584685.7565044 0 0 0 0 58948623432.8572 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7305922120.63434 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 306582380.87865603 0 0 0 0 0 0
x20MCx2955 14007682454.4325 0 0 0 0 72334798.1040255 0 0 0 62899824.438283 0 0 0 0 0 0 0 0 181650355.058835 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1485628784.44834 0 0 0 0 0 0 0 0 537793498.94732 0 0 0 0 0 0 0 0 0 0 0 936773592.2377392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2696884196.77797 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 76981902202.3097 0 0 0 0 0 0 0 0 0 0 0 61923792.6797579 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 238802436.919137 0 0 0 0 0 0 416114873.051193 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1023857314.69281 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10938930157.6564 0 0 0 0 0 0 70057390.6674669 0 0 0 0 4553079705.54634 0 0 0 0 0 0 0 0 0 0 0 2277407.43655852 0 0 1342802803.78417 0 0 0 0 0 0 0 0 0 0 0 4121022.98043923 0 0 0 473592298.831003 0 0 0 0 0 0
x20MCx1756 2389326660.54511 0 0 530636136.076945 0 92506156.5652225 0 0 0 0 0 0 0 0 0 0 0 0 65719496.926758304 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2835264897.1174397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43812997.9511722 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 991323302.6526368 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63784567447.9345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 104760782.229783 0 0 0 0 0 0 992841574.858865 0 0 0 0 0 0 0 0 0 106387502.450742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 238802528.43683505 0 0 0 0 0 0 0 0 0 0 0 13881345.8855199 0 0 0 0 0 0 0 9671827745.736 0 0 0 0 0 0 58019687.880884 0 0 0 0 9363835383.90102 0 0 0 0 0 0 0 0 0 0 0 0 0 0 401691446.562232 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38932837.28829411 0 0 0 0 0 0
x30MCx2080 5964637.53439688 0 0 118750510.912083 0 0 0 0 0 23207862.4065624 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4121022.29649239 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17129029175.3706 0 0 0 0 0 0 0 0 4988605.93785921 0 0 0 0 0 0 0 0 0 0 0 3578782.52063813 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2963557270.9538803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65639860034.4411 0 0 0 0 0 0 0 0 0 0 0 2385855.01375875 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 714021336.844892 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14640473.9480651 0 0 0 0 0 0 0 0 0 0 0 25702165.375492003 0 0 0 0 0 0 0 12572913682.7328 0 0 0 0 0 0 151393345.41851002 0 0 0 0 26268372149.439 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3286949073.2733603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 400172954.580445 0 0 0 0 0 0
x30MCx1163 281097187.58288103 0 0 414162870.130796 0 56067610.331925 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1192927.87940266 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 805551662.563905 0 0 0 0 288688546.815444 0 0 0 9515985693.99502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1460794412.32308 0 0 0 2277407.76976871 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46868943453.8511 0 0 0 0 0 0 0 0 0 0 0 1301375.86843927 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64309657.498707 0 0 0 0 0 0 554386119.955127 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11278590.859807 0 0 0 0 0 0 0 0 0 0 0 82095127.7007103 0 0 0 0 0 0 0 957487295.20419 0 0 0 0 0 0 6723775.32026954 0 0 0 0 2458190567.4927397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2094781356.2310696 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43270747.625605606 0 0 0 0 0 0
