SampleID Bradyrhizobium Natronomonas Jonquetella Herminiimonas Filifactor Leptospira Calyptogena Oceanibulbus Subdoligranulum Croceibacter Acidilobus Faecalibacterium Isoptericola Oceanobacillus Eikenella Methanobrevibacter Sulfuricurvum Bacteroides Erysipelotrichaceae Persephonella Actinobacillus Xanthobacter Burkholderia Beijerinckia Tetragenococcus Spirosoma Halanaerobium Pasteurella Ralstonia Elusimicrobium Sodalis Rahnella Roseibium Mahella Flavobacterium Herpetosiphon Mesotoga Dichelobacter Synechocystis Micrococcus Thauera Chryseobacterium Acidianus Bacteriovorax Azorhizobium Wolbachia Acaryochloris Arcanobacterium Halothiobacillus Methanopyrus Collimonas Glaciecola Brevibacillus _Bacteroides_ Verrucosispora Propionibacterium Thermodesulfovibrio Thermosphaera Salinispora Thermodesulfatator Proteus Ornithinibacillus unclassified Fluviicola Xylella Methanohalobium Polaribacter Gramella Nitrosomonas Asticcacaulis Trichodesmium Bartonella Megasphaera Flavobacteriales Plesiocystis Thermococcus Tropheryma Shuttleworthia Syntrophomonas Alteromonadales Dyadobacter Methanosarcina Enterococcus Bizionia Desulfomicrobium Ketogulonicigenium Magnetococcus Desulfurispirillum Nocardia Oligotropha Salmonella Haloferax Sulfurovum Oenococcus Azospira Pusillimonas Alicyclobacillus Jonesia Meiothermus Pelodictyon Polaromonas Thermaerobacter Saccharomonospora Enterobacteriaceae Taylorella Coxiella Marinithermus Gluconobacter Polynucleobacter Rickettsiella Citrobacter Maricaulis Kangiella Reinekea Oscillibacter Syntrophobacter Silicibacter Psychromonas Rhodomicrobium Novosphingobium Cupriavidus Pyrococcus Labrenzia Rhodococcus Janthinobacterium Acidiphilium Nitrococcus Rubrobacter Coprothermobacter Anaerotruncus Francisella Rhizobium Raphidiopsis Brachybacterium Bradyrhizobiaceae Frankia Nodularia Kingella Peptostreptococcus Mesorhizobium Caminibacter Methanosphaerula Ochrobactrum Nitratifractor Nitrosococcus Halomonas Parvimonas Anaplasma Alcanivorax Oceanicaulis Aeromicrobium Ureaplasma Cyclobacterium Thermodesulfobium Truepera Nanoarchaeum Acidovorax Anaerobaculum Dinoroseobacter Polymorphum Acetonema Providencia Fusobacterium Listeria Roseobacter Desulfococcus Calditerrivibrio Actinosynnema Staphylococcus Roseburia Nitrobacter Pirellula Kytococcus Acidothermus Roseovarius Pediococcus Rhodothermus Chromobacterium Haloarcula Moorea Acetohalobium Methylacidiphilum Psychroflexus Sphaerobacter Comamonas Methanoplanus Vulcanisaeta Brevundimonas Sorangium Blastopirellula Ehrlichia Syntrophobotulus Enhydrobacter Desulfuromonas Sulfobacillus Anaerococcus Muricauda Weissella Orientia Gluconacetobacter Pseudoflavonifractor Hoeflea Hyperthermus Thermomicrobium Ferroplasma Synechococcus Geodermatophilus Stenotrophomonas Corynebacterium Thermoanaerobacterium Pelagibacterium Granulicatella Desulfohalobium Microlunatus Prosthecochloris Simonsiella Cronobacter Saccharopolyspora Nakamurella Aeromonas _Ruminococcus_ Solobacterium Haloquadratum Sphingobacterium Planococcus Desulfurivibrio Epulopiscium Neptuniibacter Thermosynechococcus Sutterella Desulfurococcus Olsenella Dictyoglomus Cellulosilyticum Ktedonobacter Hyphomonas Haloterrigena Ammonifex Microcystis Acetobacterium Alicycliphilus Herbaspirillum Eremococcus Cellulophaga Halorubrum Desulfobacca Algoriphagus Simkania Kineococcus Methylotenera Marvinbryantia Marinitoga Thermoplasma Prochlorococcus Dechloromonas Ferroglobus Streptobacillus Paracoccus Thermanaerovibrio Leptotrichia Deferribacter Moritella Lactobacillus Eggerthella Sphingopyxis Leptothrix Catonella Serratia Beutenbergia Coriobacterium Halorhodospira Mariprofundus Rhodobacter Symbiobacterium Tsukamurella Nitrosospira Blautia Pseudoramibacter Plautia Phascolarctobacterium Leeuwenhoekiella Anoxybacillus Erysipelothrix Ethanoligenens Moorella Ruminococcus Psychrobacter Desulfonatronospira Flavobacteria Xylanimonas Gemmatimonas Vibrionales Methanosalsum Desulfurobacterium Sphingobium Desmospora Geobacter Victivallis Syntrophus Cyanobium Citromicrobium Photobacterium Sulfurimonas Chloroflexus Leuconostoc Desulfatibacillum Methanothermus Petrotoga Sporosarcina Terriglobus Fulvimarina Methylobacter Chlamydia Oceanimonas Marinomonas Bilophila Caldicellulosiruptor Nocardiopsis Caulobacter Aquifex Actinoplanes Mucilaginibacter Microbacterium Thalassiobium Streptococcus Haladaptatus Neisseria Methanohalophilus Nitrosopumilus Methylosinus Halogeometricum Starkeya Thermus Pseudoalteromonas Sulfolobus Thermotoga Spirochaeta Edwardsiella Methanosaeta Gardnerella Photorhabdus Stackebrandtia Geobacillus Afipia Succinatimonas Methanospirillum Hahella Sphingomonas Carnobacterium Ahrensia Sideroxydans Veillonella Methylibium Thermosinus Thermoproteus Streptomyces Brucella Renibacterium Flavobacteriaceae Desulfosporosinus Escherichia Xanthomonas Zunongwangia Pyramidobacter Pelagibaca Methanocaldococcus Kitasatospora Rhodopseudomonas Caldanaerobacter Archaeoglobus Alkaliphilus Intrasporangium Erwinia Ramlibacter Colwellia Dethiobacter _Cellvibrio_ Aminomonas Aciduliprofundum Methanoculleus Parvularcula Nautilia Pyrolobus Pelobacter Oceanithermus Desulfarculus Desulfitobacterium Onion Halothermothrix Parabacteroides Segniliparus Haloplasma Rhodobacteraceae Dickeya Rickettsia Thermobifida Capnocytophaga Caldivirga Metallosphaera Brevibacterium Dysgonomonas Verrucomicrobium Anabaena Mannheimia Haliscomenobacter Slackia Rubrivivax Hydrogenobacter Methylophilales Bordetella Mesoplasma Amycolatopsis Pantoea Tannerella Akkermansia Acinetobacter Erythrobacter Pyrobaculum Alkalilimnicola Butyrivibrio Aggregatibacter Methylophaga Chlorobaculum Hylemonella Scardovia Nitratiruptor Hirschia Lentisphaera Hippea Acidithiobacillus Methanothermococcus Methylobacillus Sinorhizobium Kocuria Dermacoccus Mycoplasma Exiguobacterium Methanococcoides Coprococcus Oscillochloris Granulicella Legionella Methanococcus Atopobium Micavibrio Bermanella Chthoniobacter Sebaldella Sagittula Collinsella Denitrovibrio Catenulispora Clostridium Pectobacterium Parascardovia Limnobacter Fructobacillus Picrophilus Aromatoleum Pedobacter Finegoldia Yersinia Acetobacter Methanothermobacter Actinomyces Porphyromonas Paraprevotella Enterobacter Moraxella Riemerella Owenweeksia Nocardioides Thermosipho Bulleidia Ignicoccus Ignisphaera Chromohalobacter Thermomonospora Methanosphaera Thermosediminibacter Delftia Chitinophaga Thermincola Citreicella Borrelia Gallionella Aeropyrum Histophilus Gloeobacter Teredinibacter Cellvibrio Abiotrophia Marichromatium Desulfotalea Aerococcus Methylomonas Bacteroidetes Bdellovibrio Krokinobacter Paludibacter Pseudonocardia Desulfobacterium Wolinella Thiomicrospira Verrucomicrobiae Isosphaera Pseudomonas Acetivibrio Methylobacterium Oxalobacter Tolumonas Dethiosulfovibrio Haemophilus Trichormus Paenibacillus Thermocrinis Loktanella Helicobacter Clostridiales Xenorhabdus Agrobacterium Haliangium Lysinibacillus Tepidanaerobacter Methyloversatilis Thermovibrio Halopiger Methylocystis Cylindrospermopsis Albidiferax Azoarcus Pelotomaculum Fervidobacterium Idiomarina Sulfurihydrogenibium Brachyspira Nocardioidaceae Waddlia Acidaminococcus Dorea Halobacterium Rhodopirellula Parvibaculum Heliobacterium Carboxydothermus Pseudoxanthomonas Azotobacter Myxococcus Kyrpidia Hyphomicrobium Arthrospira Campylobacter Parasutterella Achromobacter Melissococcus Phenylobacterium Shewanella Salinibacter Selenomonas Anaerofustis Lactococcus Stigmatella Halalkalicoccus Methanocella Thermobispora Verminephrobacter Buchnera Syntrophothermus Aurantimonas Desulfotomaculum Peptoniphilus Klebsiella Cellulomonas Sanguibacter Pedosphaera Thioalkalivibrio Alteromonas Vibrio Eubacterium Marinobacter Chlamydophila Arcobacter Ilyobacter Gemella Zymomonas Odoribacter Centipeda Fibrobacter Bifidobacterium Microscilla Gallibacterium Cardiobacterium Campylobacterales Dialister Cryptobacterium Nostoc Chlorobium Opitutus Turicibacter Magnetospirillum Anaerostipes Dehalococcoides Runella Oribacterium Janibacter Cyanothece Micromonospora Thiobacillus Deinococcus Flexistipes Azospirillum Treponema Coprobacillus Methylocella Granulibacter Wigglesworthia Maribacter Kribbella Lautropia Sulfurospirillum Planctomyces Methanoregula Maritimibacter Mitsuokella Methanocorpusculum Dehalogenimonas _Eubacterium_ Macrococcus Conexibacter Marivirga Sphaerochaeta Desulfovibrio Caldalkalibacillus Methylococcus Mycobacterium Grimontia Ferrimonas Anaerolinea Thermobaculum Natrialba Leifsonia Aliivibrio Jannaschia Phaeobacter Coraliomargarita Arthrobacter Rheinheimera Halomicrobium Salinisphaera Roseiflexus Methanotorris Aster Clavibacter Cytophaga Octadecabacter Lyngbya Rhodobacterales Desulfobulbus _Clostridium_ Oceanicola Lawsonia Ruegeria Blattabacterium Lacinutrix Mobiluncus Acidimicrobium Alistipes Aminobacterium Allochromatium Gordonia Congregibacter Streptosporangium Staphylothermus Kordia Chloroherpeton Neorickettsia Thermodesulfobacterium Hydrogenobaculum Holdemania Rhodospirillum Niastella Kosmotoga Anaeromyxobacter Bacillus Dokdonia Microcoleus Chelativorans Thermovirga Prevotella Natranaerobius Rothia Amycolicicoccus Thiomonas Thioalkalimicrobium Acidobacterium Halorhabdus Methanobacterium Weeksella Variovorax Robiginitalea Ruminococcaceae Methylovorus Thermoanaerobacter Parachlamydia Leadbetterella Acholeplasma Laribacter Saccharophagus Thermofilum Pseudogulbenkiania
x30MCx1266 0 0 0 0 0 0 0 0 0 0 0 3055196493.46689 0 0 0 0 0 12580182579.6943 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49145588007.1482 0 0 0 0 0 0 0 0 0 6289982.8418670995 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22882523.786792397 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 298231945.08852595 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60188628.9178662 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 949678961.141899 0 0 0 0 0 0 0 0 62249140.53847779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6506878.80193148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6506878.80193148 0 0 0 0 0 3219495183.21566 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6289982.8418670995 0 0 0 0 0 0 0 0 14640477.3043458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1192927.7803541 0 0 0 0 0 0 0 0 5422399.00160957 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1075261722.01918 0 0 0 0 0 0 406788373.10075 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 110183147.712706 0 0 0 0 70382739.0408922 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 115930890.65441298 0 0 0 0 0 0 0 0 0 0 208870809.542001 0 0 254744305.095617 0 0 0 0 0 0 0 0 0 0 0 7049118.70209244 0 4771711.12141642 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2060511.62061164 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 273722701.601251 0 0 0 0 0 0 0 0 0 0 0 0 8242046.48244654 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1596354266.07386 0 0 0 0 0 0 229259029.788052 0 0 1422186810.14216 0 0 0 0 3237605995.8810396 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5876904485.9244795 0 0 0 0 0 0 0 0 0 0 0 4229471.22125546 0 0 0 0 0 0 0 0 0 153562339.72558302 0 0 0 0 0 0 0 0 0 0 0 531286654.177705 0 0 0 0 0 0 0 0 0
x13MCx3413 0 0 0 0 0 0 0 0 0 0 0 1965518341.02997 0 0 0 0 0 7494433374.2671 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5668704988.08086 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7482937.84656079 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33835892.871405296 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1852948928.20779 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2602760.9901081 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243358152.57510695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15291220.8168851 14748978.9439459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 634639888.088025 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 102917507.483858 0 0 0 0 0 0 0 0 19737604.1749864 0 0 0 0 0 0 0 0 6723799.22444593 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 344974279.56391096 0 0 0 0 0 0 0 0 106062510.346905 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1397248858.1897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27979680.643662103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 135777364.983973 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14532082.1947702 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11061734.2079594 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 79058865.0745336 0 0 0 0 0 0 0 0 0 0 0 0 433793.49835135 0 0 0 0 0 0 0 15725014.3152364 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3904141.48516215 0 0 0 0 0 0 21364329.793804 0 0 145429270.32229 0 0 0 0 69732304.85997951 0 0 0 0 4988625.23104053 0 1843622.36799324 0 0 0 0 0 0 0 0 0 0 0 2385864.24093243 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1952070.74258108 0 0 0 0 0 0 0 327730988.004445 0 0 0 0 0 0 0 0 0 0 0 6181557.35150674 0 0 0 0 0 0 0 0 0 867586.9967027 0 0 0 0 0 0 0 0 0 0 0 4337934.983513501 0 0 0 0 0 0 0 0 0
x30MCx2605 0 0 0 0 0 0 0 0 0 0 0 846870743.5040389 0 0 0 0 0 2707188419.78375 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32734390152.6742 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8242051.03166948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 472182765.68274903 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8242051.03166948 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 92289281.9467201 0 0 0 0 0 0 0 0 173191519.704949 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2819649.03715008 1192928.43879427 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1061164070.32745 0 0 0 0 0 197809224.760068 0 0 0 0 0 0 0 0 0 0 0 5422401.99451939 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 130354543.948246 0 0 0 0 0 0 0 0 17460134.4223525 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3795681.39616358 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 724107562.34812 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1915517728.58392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33727340.4059106 0 0 0 0 0 0 0 0 0 0 89578080.9494604 0 0 154321560.764022 0 0 0 0 0 0 0 0 0 0 0 0 0 319054133.357521 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1192928.43879427 0 0 0 0 0 976032.359013491 0 0 0 0 0 2602752.95736931 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 76238972.0429427 0 0 0 0 0 0 0 0 0 0 0 0 14748933.4250928 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 714347238.757985 0 0 0 0 0 0 184903908.01311105 0 0 22557192.2972007 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 162780507.875472 0 0 0 0 0 0 0 482919121.631897 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1735168.63824621 0 0 0 0 0 0 0 1364601685.94075 0 0 0 0 0 0 0 0 0 0 0 6398434.35353289 0 0 0 0 0 0 0 0 0 95868067.2631029 0 0 0 0 0 0 0 0 0 0 0 7916706.91199832 0 0 0 0 0 0 0 0 0
x14MCx3258 0 0 0 0 0 0 0 0 0 0 0 11280218617.8047 0 0 0 0 0 16516955594.3615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 101095766924.103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 322307453.079994 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 263637085.611529 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34052671.691493295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1068321238.32134 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9868767.9105919991 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4009430971.67579 0 0 0 0 0 2239017387.71519 0 0 0 0 0 0 0 0 0 0 0 17677023.839851603 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106821279.032232 0 0 0 0 0 0 0 0 169504222.464344 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54332447.507764705 0 0 0 0 0 0 0 0 11712383.8938894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7738740761.889391 0 0 0 0 0 0 963018231.2753508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 647651450.1324769 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1054114550.45005 0 0 0 0 0 0 0 0 0 0 117882974.932017 0 0 21581151.8044814 0 0 0 0 0 0 0 0 0 0 0 0 5205503.95283974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25159935.7720587 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 401474492.362765 0 0 0 0 0 0 0 0 0 0 0 0 253009181.707815 0 0 0 0 0 0 0 21689599.803498898 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5142604113.40959 0 0 0 0 0 0 1455805938.81085 0 0 170046462.459431 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1322306452.02031 0 0 0 0 0 0 0 0 0 0 0 28521823.7416011 0 0 0 0 0 0 0 0 0 34589272390.6318 0 8133599.92631209 0 0 0 0 0 0 0 0 0 10627903.9037145 0 0 0 0 0 0 0 0 0
x10MCx2444 0 0 0 0 0 0 0 0 0 0 0 11079262502.6937 0 0 0 0 0 44583398248.9319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 99386934105.3289 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65719475.7016539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13122205.5443896 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4106165855.5969 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58236565.101960704 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 467953032.43009406 0 0 0 0 0 0 0 0 2533995493.80338 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2398327071.19155 0 0 0 0 0 2337379306.59694 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 557747959.626413 0 0 0 0 0 0 0 0 63550516.10753989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8567390.39675026 0 0 0 0 0 0 0 0 14367079903.4314 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2668145644.69933 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 382604472.401708 0 0 0 0 0 0 0 0 0 0 186638973.073509 0 0 34052665.627589695 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7699806.55910467 0 0 0 0 0 8133598.47792747 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 344213887.58589 0 0 0 0 0 0 0 0 0 0 0 0 694609310.015006 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9263301082.52174 0 0 0 0 0 0 14316000904.99 0 0 0 0 0 0 676390049.424448 0 0 133933254.936539 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 473700775.354496 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8242046.45763317 0 0 0 0 0 0 0 6613700042.35209 0 0 0 0 0 0 0 0 0 0 0 68213779.23488499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 27762682.804659106 0 0 0 0 0 0 0 0 0
