SampleID Chloroflexi__class_ Gloeobacteria Deltaproteobacteria Acidobacteria Fusobacteriia Betaproteobacteria Chlorobia Synergistia Thermodesulfobacteria__class_ Ktedonobacteria Methanomicrobia Gemmatimonadetes__class_ Thermoplasmata Deferribacteres__class_ Thermococci Gammaproteobacteria Archaeoglobi Bacteroidia Thermotogae__class_ Thermoprotei Verrucomicrobiae Mollicutes Spartobacteria Bacilli Spirochaetia Thermomicrobia__class_ Dictyoglomia Negativicutes Clostridia Elusimicrobia__class_ Alphaproteobacteria Aquificae__class_ Methanobacteria Erysipelotrichi Chlamydiia unclassified Cytophagia Sphingobacteriia Zetaproteobacteria Deinococci Nitrospira__class_ Dehalococcoidetes Epsilonproteobacteria Anaerolineae Opitutae Halobacteria Chrysiogenetes__class_ Methanopyri Fibrobacteria Actinobacteria__class_ Solibacteres Flavobacteriia Planctomycetia Methanococci
x10MCx2443 0 0 579003902.227107 0 0 2102156141.74382 0 0 0 0 0 0 0 0 0 709900645.060619 0 45966663231.7062 0 0 0 0 0 296171503.46174 0 0 0 37523009.9589022 21414685437.9614 0 0 0 0 173625257.064169 0 99579561550.5869 0 0 0 0 0 0 0 0 0 0 0 0 0 598199199.229205 0 0 0 0
x30MCx1610 0 0 276108562.934941 0 0 151501831.272629 0 0 0 0 0 0 0 0 0 81552882.6893463 0 13633971886.7313 0 0 0 0 0 22774076.2829291 0 0 0 4895233473.02447 3279792328.6886897 0 0 0 0 6506878.93797975 0 26923729877.6434 0 0 0 0 0 0 0 0 0 0 0 0 0 191193792.794305 0 0 0 0
x30MCx1637 0 0 108014164.522183 0 0 0 0 0 0 0 0 0 0 0 0 27220437.0432408 0 87856292188.1213 0 0 999239469.786538 0 0 247369788.428814 0 0 0 562844893.443904 23523012419.5267 0 0 0 23316310.614728197 61164647.3800312 0 65002186763.3464 0 0 0 0 0 0 0 0 0 0 0 0 0 307341508.289022 0 719226846.497105 0 0
x12MCx1895 0 0 146296391.159814 0 0 6723777.79978387 0 0 0 0 0 0 0 0 0 8458946.26424423 0 29053877664.9822 0 0 542240.1451438611 0 0 201713333.993516 0 0 0 54332462.543414794 8255280865.72819 0 0 0 0 114304222.596326 0 16168625095.9287 0 0 0 0 0 0 0 0 0 0 0 0 0 81661365.8586654 0 0 0 0
x30MCx2840 0 0 131330608.62676398 0 0 0 0 0 0 0 0 0 0 0 0 5964643.66182662 0 5533671045.243 0 0 0 0 0 25159951.446250506 0 0 0 593319372.251881 3950546169.32764 0 0 0 122546315.233892 62682982.482468896 0 49247134617.9048 0 0 0 0 0 0 0 0 0 0 0 0 0 429020551.385202 0 119618217.436268 0 0
x30MCx1284 0 0 40668009.0691065 0 0 6506881.45105704 0 0 0 0 0 0 0 0 0 135885374.302908 0 20245185602.7463 0 0 652423313.492653 0 0 147923104.98736298 0 0 0 187723529.862996 24038805936.7368 0 0 0 213967951.715592 57694348.8660391 0 66183985543.2574 0 0 0 0 0 0 0 0 0 0 0 0 0 334128362.511779 0 0 0 0
x30MCx2676 0 0 20605218.650369 0 1409830.74976209 0 0 0 0 0 0 0 0 0 0 63117038.1816567 0 1153458450.34382 0 0 976036.672912217 0 0 54332708.12544671 0 0 0 48801833.645610794 2460480003.89249 0 0 0 1952073.34582443 68864809.69991751 0 6121918909.54385 0 0 0 0 0 0 1626727.78818703 0 0 0 0 0 0 258866615.360162 0 0 0 0
x20MCx2067 0 0 985466850.185825 0 0 2886017807.54321 0 0 0 0 0 0 0 0 0 575641910.508018 0 18629195061.6178 0 0 2436717800.90517 0 0 402450476.619302 0 0 0 6786674973.547811 31939775538.2611 0 0 0 339442196.663545 0 0 68114228039.8826 0 0 0 0 0 0 0 0 0 0 0 0 0 2504389344.2655697 0 0 0 0
x14MCx2756 0 0 924302458.633974 0 0 0 0 0 0 0 0 0 0 0 0 42945415.1846831 0 43195604762.5393 0 0 976682851.39711 0 0 122004020.411031 0 0 0 0 16910516365.096 0 0 0 0 41860935.0032517 0 88533708571.5144 0 0 0 0 0 0 0 0 0 0 0 0 0 401799907.22033 0 0 0 0
x10MCx1918 0 0 19520687.5909809 0 0 0 0 0 0 0 0 0 0 0 0 14206722.6356583 0 9764031036.47984 0 0 0 0 0 38390685.5955957 0 0 0 1166577980.0899 1334022100.31475 0 0 0 0 11712412.5545885 0 10706554902.331 0 0 0 0 0 0 0 0 0 0 0 0 0 21906549.4076563 0 0 0 0
x20MCx1324 0 0 1559807141.23498 0 16158747.413197 0 0 0 0 0 0 0 0 0 0 1414269966.5469902 0 56117486150.5564 0 0 307992232.573687 0 0 2743408277.25935 0 0 0 11587665510.7389 45002870681.5381 0 0 0 11278588.7984731 39908852.67152 0 90321216505.5257 0 0 0 0 0 0 0 0 0 0 0 0 0 1267973656.07449 0 2109963689.06819 0 0
x10MCx1745 0 0 253334407.60580295 0 0 2797523278.5099697 0 0 0 0 0 0 0 0 0 231861713.810448 0 74956727673.697 0 0 0 0 0 3102695805.48032 0 0 0 990346665.349398 33600753215.6373 0 0 0 193362692.106655 75913563.9229718 0 123747459686.476 0 0 0 0 0 0 0 0 0 0 0 0 0 2894367296.48599 0 12796857.9184438 0 0
x20MCx2421 0 0 303545853.388034 0 0 1161477702.67447 0 0 0 0 0 0 0 0 0 159743852.104528 0 12234448697.433998 0 0 0 0 0 37631443.77479379 0 0 0 3135989797.22107 15061578690.9933 0 0 0 6940669.74520693 90120258.7229212 0 48754517729.2765 0 0 0 0 0 0 0 0 0 0 0 0 0 107146589.191632 0 106279005.473481 0 0
x11MCx2402 0 0 0 0 0 709575220.7916911 0 0 0 0 0 0 0 0 0 2837867091.19318 0 34677872608.3532 0 0 0 0 0 523695360.110512 0 0 0 453854852.3633241 5118311496.32961 0 0 0 0 10736351.3462292 0 7142059501.09711 0 0 0 0 0 0 0 0 0 0 0 0 0 26027518.415101 0 0 0 0
x30MCx3100 0 0 267975154.23724 0 0 13122215.1609494 0 0 0 0 0 0 0 0 0 1314173581.16021 0 1868234715.51798 0 0 0 0 0 9109636.97123761 0 0 0 0 14361884925.452 0 0 0 245851750.164234 216679222.244437 0 57568893080.032005 0 0 0 0 0 0 0 0 0 0 0 0 0 21038923.4811916 0 50536795.5785325 0 0
x20MCx2010 0 0 58995702.503058106 0 0 8025150.70813658 0 0 0 0 0 0 0 0 0 132089642.736626 0 26269788603.1724 0 0 0 0 0 19086844.92746 0 0 0 18544605.014748 2658276948.07897 0 0 0 0 80685299.0115354 0 23859315295.2028 0 0 0 0 0 0 0 0 0 0 0 0 0 74395316.024077 0 493112976.6202299 0 0
x11MCx2713 0 0 886562561.4386821 0 1110941514.2969902 0 0 0 0 0 0 0 0 0 0 3025482854.92555 0 93299891901.4515 0 0 8892737.61932379 0 0 92506160.84491692 0 0 0 8242049.50083668 27302656555.6795 0 0 0 0 416006603.75275695 0 20343004888.3611 0 0 0 0 0 0 0 0 0 0 0 0 0 297256022.12886 0 0 0 0
x20MCx1897 0 0 153128641.70171002 0 2385857.02368104 132740408.95389 0 10085668.3273789 0 0 0 0 0 0 0 22231849.538845997 0 29863772365.4155 0 0 8212119875.51012 0 0 2351153648.79113 0 0 0 2968656825.73839 14306574746.4103 0 0 0 0 511657883.53305095 0 33491251073.8295 0 0 0 0 0 0 0 0 0 0 0 0 0 2173841092.71302 0 271553908.51351404 0 0
x20MCx1879 0 0 2028628396.2580304 0 0 5422400.28936714 0 0 0 0 0 0 0 0 0 14313510043.8424 0 62609202701.1487 0 0 215377739.49366295 0 0 59104163.1541018 0 0 0 2936338204.69809 27039232834.9524 0 0 0 0 275241038.688276 0 63977491190.1676 0 0 0 0 0 0 0 0 0 0 0 0 0 193145898.307258 0 0 0 0
x30MCx2257 0 0 25810623.1104151 0 0 238585591.776946 0 0 0 0 0 0 0 0 0 2494303.91403171 0 19124587244.855 0 0 1307774386.92645 0 0 107363516.299626 0 0 0 2684196355.4869103 3031229943.5261 0 0 0 67779997.6639052 51187454.2357812 0 56856356344.3977 0 0 0 0 0 0 0 0 0 0 0 0 0 294436309.852004 0 1301375.95514698 0 0
x30MCx2549 0 0 11278589.3333432 0 0 396160450.333681 0 0 0 0 0 0 0 0 0 1262225973.56521 0 6333361702.56966 0 0 2780714510.5409 0 0 227198506.28225097 0 0 0 867475346.898198 7047057821.8267 0 0 0 373169479.769558 2105734318.13005 0 64468633525.3387 0 0 0 0 0 0 113219685.230869 0 0 0 0 0 0 1133932019.89843 0 476737295.2824701 0 0
x10MCx3267 0 0 255395656.592732 0 18327756.248055898 45006028.656468704 0 0 0 0 0 0 0 0 0 681705773.8182219 0 15883115530.046 0 0 650689.5709368971 0 0 17243273.6298278 0 0 0 57586027.02791539 2515348984.7184 0 0 0 0 30799306.357679803 0 10533688119.112 0 0 0 0 0 0 34594995.5214784 0 0 0 0 0 0 47174993.892925 0 2819654.80739322 0 0
x20MCx1325 0 0 411993900.885917 0 5530847.31381462 424356971.352091 0 0 0 0 0 0 0 0 0 669666316.917751 0 22366204297.1336 0 0 0 0 0 820625914.188926 0 0 0 2213531853.37785 9139345618.12576 0 0 0 0 19737533.55126 0 33791850367.6092 0 0 0 0 0 0 7591359.05817693 0 0 0 0 0 0 197592231.48569095 0 0 0 0
x30MCx1872 0 0 28413378.507824 0 0 28630274.5269677 0 0 0 0 0 0 0 0 0 114304202.088727 0 2761086323.69923 0 0 436069446.488398 0 0 121461770.720469 0 0 0 24617698.172809303 11411116463.1689 0 0 0 57152101.0443635 128510891.34263898 0 35401117556.5764 0 0 0 0 0 0 1192928.10529032 0 0 0 0 0 0 546144176.2038231 0 4012576.35415835 0 0
x13MCx1887 0 0 447239534.78188497 0 0 2368829572.80328 0 8025151.69104255 0 0 0 0 0 0 0 4733863465.75268 0 18473573848.7925 0 0 0 0 0 783970561.818197 0 0 0 2904671120.1741 22241816359.7203 0 0 0 49126942.1086794 201171032.255188 0 63933672322.6404 0 0 0 0 0 0 9543423.63259115 0 0 0 0 0 0 146838586.346914 0 13447551.4822875 0 0
x30MCx2434 0 0 16809453.141408302 0 0 1367638797.20194 0 0 0 0 0 0 0 0 0 51404392.1872745 0 12303869011.0022 0 0 670209163.960667 0 0 185229328.80984095 0 0 0 166901602.48146698 22973533832.4051 0 0 0 0 246285600.54282796 0 34723883818.6735 0 0 0 0 0 0 0 0 0 0 0 0 0 50645255.5937915 0 0 0 0
x20MCx1728 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 201822803.699398 0 8675452447.46751 0 0 0 0 0 8025194.77364613 0 0 0 292377366.34797204 1231108257.70852 0 0 0 0 8784334.8198018409 0 1993827106.93897 0 0 0 0 0 0 0 0 0 0 0 0 0 88602488.2441741 0 0 0 0
x20MCx1920 0 0 713045379.030575 0 0 659580531.5990809 0 0 0 0 0 0 0 0 0 66695499.331377 0 49113264332.0293 0 0 0 0 0 13772891.7318453 0 0 0 4550259773.8958 25020789462.1745 0 0 0 0 121895514.225151 0 100257216834.758 0 0 0 0 0 0 0 0 0 0 0 0 0 570436303.22446 0 0 0 0
x20MCx1152 0 0 6506882.18719749 0 0 124173001.739019 0 0 0 0 0 0 0 0 0 27654249.2955893 0 9807931968.79923 0 0 0 0 0 23533223.9103643 0 0 0 2794705899.40132 13798602814.2074 0 0 0 0 22882535.6916445 0 72922411775.8493 0 0 0 0 0 0 0 0 0 0 0 0 0 572388736.4004719 0 165166359.518363 0 0
x20MCx2483 0 0 352998176.316648 0 0 0 0 0 0 0 0 0 0 0 0 0 0 52740313397.2769 0 0 0 0 0 74069970.6372568 0 0 0 1804140602.52036 13453514212.8915 0 0 0 0 726493020.935554 0 36921657179.0736 0 0 0 0 0 0 0 0 0 0 0 0 0 1173190252.34823 0 0 0 0
x30MCx2584 0 0 264721614.114082 0 0 109207155.023712 0 0 0 0 0 0 0 0 0 290423794.591361 0 38220335297.9213 0 0 1266022172.53904 0 0 298665844.02711296 0 0 0 1824312573.79233 13861283534.6134 0 0 0 0 477062835.103583 0 65495445841.202 0 0 0 0 0 0 0 0 0 0 0 0 0 505584664.07204 0 0 0 0
x20MCx2717 0 0 94458352.9232975 0 0 0 0 0 0 0 0 0 0 0 0 54766324.0255628 0 2312548700.04179 0 0 100097657.575435 0 0 9543438.64207828 0 0 0 212016165.28708 2249540315.37079 0 0 0 0 15291191.460602695 0 25929739686.8595 0 0 0 0 0 0 1409826.16303429 0 0 0 0 0 0 70816652.6508763 0 0 0 0
x10MCx2599 0 0 398004718.681029 0 0 108448.152229163 0 0 0 0 0 0 0 0 0 1812060175.5970895 0 31332514797.5932 0 0 650688.91337498 0 0 68105439.5999146 0 0 0 0 2714348802.14373 0 0 0 0 57043728.072539896 0 7799699556.47365 0 0 0 0 0 0 0 0 0 0 0 0 0 1005748163.77326 0 0 0 0
x14MCx2393 0 0 124823716.619237 0 0 0 0 0 0 0 0 0 0 0 0 1831579278.87254 0 8962039198.6943 0 0 112785982.001743 0 0 209196307.001311 0 0 0 4880162.68276774 8381950527.802641 0 0 0 90337233.6610118 35570963.554396 0 69342665351.6853 0 0 0 0 0 0 0 0 0 0 0 0 0 853920021.4247379 0 0 0 0
x30MCx3414 0 0 13555996.7524276 0 0 364602088.653292 0 0 0 0 0 0 0 0 0 163864888.743344 0 55525145801.9953 0 0 222535242.68785095 0 0 172215382.74284 0 0 0 805659998.990275 11333463972.8736 0 0 0 52705715.3734384 55850706.6200016 0 55742041750.0341 0 0 0 0 0 0 0 0 0 0 0 0 0 830603033.014742 0 440298774.518847 0 0
x14MCx2670 0 0 382062178.129665 0 0 307449978.710644 0 0 0 0 0 0 0 0 0 2225026882.96518 0 25386258612.5004 0 0 1215050991.7016098 0 0 738422188.726905 0 0 0 16523240284.4206 29924480573.3837 0 0 0 301485340.67569304 0 0 163185013726.71802 0 0 0 0 0 0 0 0 0 0 0 0 0 1426416074.06741 0 0 0 0
x30MCx2445 0 0 213425594.578085 0 0 588113312.701704 0 0 0 0 0 0 0 0 0 19954425.509333104 0 20945856802.8457 0 0 878645410.199005 0 0 7591357.53072456 0 0 0 3910416712.04094 17253203603.9719 0 0 0 0 28304918.793130103 0 84138160503.9973 0 0 0 0 0 0 0 0 0 0 0 0 0 1070381411.83216 0 0 0 0
x30MCx2140 0 0 556663833.535283 0 0 53790232.1125073 0 0 0 0 0 0 0 0 0 1125690744.61255 0 23255707992.8189 0 0 245092589.867473 0 0 171564812.907231 0 0 0 1823553937.4431696 11322735411.6342 0 0 0 23967018.743677694 147489346.11493897 0 61813001852.8684 0 0 0 0 0 0 0 0 0 0 0 0 0 123196983.22542 0 734193289.11628 0 0
x20MCx3402 0 0 33185127.9760415 0 0 708274741.21414 0 0 0 0 0 0 0 0 0 56609924.194423705 0 23801653472.3585 0 0 0 0 0 14965842.0284109 0 0 0 2313523970.95717 9839607341.15758 0 0 0 0 0 0 16704699355.1032 0 0 0 0 0 0 0 0 0 0 0 0 0 211690751.01056495 0 0 0 0
x30MCx1524 0 0 3470342.54747707 0 0 49669277.7107655 0 0 0 0 0 0 0 0 0 75046157.58919151 0 1939813035.83507 0 0 0 0 0 9543442.00556193 0 0 0 194230734.45410705 1196292145.03811 0 0 0 23207915.7862529 118642335.841872 0 26634662155.4773 0 0 0 0 0 0 0 0 0 0 0 0 0 39041353.659117 0 250732249.055218 0 0
x30MCx2096 0 0 737121055.5740759 0 0 268517247.844845 0 0 0 0 0 0 0 0 0 7094125915.90087 0 7199971163.839709 0 0 5918983388.57989 0 0 438780607.746463 0 0 0 798719519.538483 8635605787.01017 0 0 0 508621119.706108 1432923423.17203 0 96428816552.2814 0 0 0 0 0 0 0 0 0 0 0 0 0 2066476638.80595 0 0 0 0
x14MCx2741 0 0 284459193.378695 0 9001186.82822404 390738266.7721839 0 0 0 0 0 0 0 0 0 164841011.793983 0 13790902701.18 0 0 850666379.28421 0 0 54224017.037494205 0 0 0 46090414.4818701 4100637064.44346 0 0 0 0 40017324.5736708 0 35136620800.1259 0 0 0 0 0 0 4663265.46522451 0 0 0 0 0 0 467519474.897275 0 5530849.73782441 0 0
x20MCx2678 0 0 1008566221.72179 0 0 200954108.478547 0 0 0 0 0 0 0 0 0 6506878.84981802 0 12251476842.3799 0 0 0 0 0 51621238.87522299 0 0 0 8638207017.075909 14473467521.6119 0 0 0 36655417.5206415 45331255.9870656 0 90670862468.655 0 0 0 0 0 0 0 0 0 0 0 0 0 713696161.844207 0 0 0 0
x20MCx2235 0 0 290966003.371508 0 0 0 0 0 0 0 0 0 0 0 0 97928550.5197434 0 28902153060.2052 0 0 0 0 0 182626444.158636 0 0 0 3681701397.11492 42773520767.7127 0 0 0 0 27112001.8050231 0 33344291883.9474 0 0 0 0 0 0 0 0 0 0 0 0 0 993817538.164926 0 0 0 0
x30MCx1787 0 0 41969371.4394285 0 0 0 0 0 0 0 0 0 0 0 0 7049119.23401254 0 15556972357.5128 0 0 0 0 0 154972175.16006002 0 0 0 1940459853.14133 11233584859.3106 0 0 0 64960344.941131 1212773852.2148 0 91427076465.1427 0 0 0 0 0 0 0 0 0 0 0 0 0 618261980.817008 0 302895231.086108 0 0
x10MCx2541 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28413384.674512 0 37772883723.936005 0 0 0 0 0 22990983.0190708 0 0 0 3354514560.12216 9813787860.11685 0 0 0 0 156815855.87536 0 20335416032.335 0 0 0 0 0 0 0 0 0 0 0 0 0 3805875273.92108 0 0 0 0
x20MCx1679 0 0 465133295.301104 0 0 64743431.404700205 0 0 0 0 0 0 0 0 0 18327705.037511397 0 48419193958.094 0 0 203123026.835852 0 0 22774071.348387 0 0 0 0 33246023146.2106 0 0 0 11603931.5917972 2944687425.34644 0 97622466658.3253 0 0 0 0 0 0 0 0 0 0 0 0 0 313848392.772533 0 1635395218.73179 0 0
x10MCx3153 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 204858475.219607 0 26650688645.4831 0 0 0 0 0 10411018.3277302 0 0 0 3977551241.7308297 1508621624.55265 0 0 0 0 179481618.04576498 0 4073202472.61685 0 0 0 0 0 0 0 0 0 0 0 0 0 453204641.579004 0 941980262.44442 0 0
x11MCx2290 0 0 241730619.241211 0 0 2711200.30553176 0 0 0 0 0 0 0 0 0 1549179854.58085 0 34429858023.9845 0 0 0 0 0 51079013.7562183 0 0 0 2930482186.24317 830928669.6393731 0 0 0 0 4554816.51329335 0 6607845832.654221 0 0 0 0 0 0 0 0 0 0 0 0 0 187072821.081691 0 0 0 0
x20MCx2233 0 0 0 0 0 15833408.397720002 0 0 0 0 0 0 0 0 0 48584705.22040101 0 2423487516.87567 0 0 776487699.504623 0 0 97060962.438077807 0 0 0 67996897.7080165 5449837480.89466 0 0 0 22774080.572063 165816996.16516298 0 71493586659.85 0 0 0 0 0 0 0 0 0 0 0 0 0 811082612.373613 0 0 0 0
x14MCx1313 0 0 179481366.694496 0 0 2286842041.986 0 0 0 0 0 0 0 0 0 26569749.1481278 0 37247101075.1812 0 0 547987520.185673 0 0 125040492.92976101 0 0 0 59971719.50577421 38675360651.8377 0 0 0 0 80359935.17862329 0 146079179440.93802 0 0 0 0 0 0 10302555.7921312 0 0 0 0 0 0 410150168.482528 0 1057367568.13978 0 0
x20MCx3294 0 0 745579796.6532071 0 0 1637889697.28777 0 0 0 0 0 0 0 0 0 152803190.324999 0 50695847389.3942 0 0 0 0 0 348877120.84849 0 0 0 978959829.001964 13519991576.6054 0 0 0 0 52597265.6548081 0 107121217952.138 0 0 0 0 0 0 0 0 0 0 0 0 0 344322306.09075403 0 0 0 0
x20MCx2653 0 0 1040991906.03006 0 0 1286084281.03036 0 0 0 0 0 0 0 0 0 19845975.4978123 0 78942410372.388 0 0 6675405332.19857 0 0 41644014.1593438 0 0 0 10953243.3075358 38090716961.6071 0 0 0 113219663.495716 65502563.93813461 0 122844094028.527 0 0 0 0 0 0 0 0 0 0 0 0 0 1578351515.82055 0 0 0 0
x12MCx1147 0 0 162997295.394191 0 0 663810010.051793 0 0 0 0 0 0 0 0 0 1843615.4502337 0 115465852544.072 0 0 0 0 0 528358498.443446 0 0 0 6191511369.69073 10131317586.8401 0 0 0 0 17026330.922746498 0 45785430570.7803 0 0 0 0 0 0 0 0 0 0 0 0 0 1288687199.71336 0 695368368.641087 0 0
x30MCx3118 0 0 42294708.621589795 0 0 269276311.557455 0 0 0 0 0 0 0 0 0 207786312.099913 0 32530270224.4854 0 0 2924516429.2267 0 0 101832644.604289 0 0 0 25810617.0562522 22065800175.7083 0 0 0 19845978.660899803 59429488.0118749 0 51225507466.9655 0 0 0 0 0 0 0 0 0 0 0 0 0 70708076.9776322 0 11061693.0241081 0 0
x30MCx2966 0 0 96518761.547235 0 0 867584.373458292 0 0 0 0 0 0 0 0 0 17243239.4224835 0 11087619844.7503 0 0 2463614276.4815 0 0 36113199.5452014 0 0 0 824638946.972106 17663584051.4241 0 0 0 0 26244427.2971133 0 73921442060.0469 0 0 0 0 0 0 0 0 0 0 0 0 0 413837746.139605 0 0 0 0
x30MCx2128 0 0 72551695.10365309 0 0 167118329.080313 0 0 0 0 0 0 0 0 0 33293528.246370003 0 64268330344.7411 0 0 215377677.841338 0 0 880922898.844506 0 0 0 49452276.4832075 52475589123.1173 0 0 0 4988606.8382183 179047606.30213898 0 77257686519.6889 0 0 0 0 0 0 0 0 0 0 0 0 0 2057474976.84082 0 1112676220.87217 0 0
x30MCx3314 0 0 225463364.280913 0 0 31883708.0801292 0 0 0 0 0 0 0 0 0 167552139.400679 0 46628513243.3622 0 0 7262653219.109421 0 0 1493437224.39272 0 0 0 5182946178.79433 21422056150.3134 0 0 0 65936375.8936004 65177239.9869307 0 126172291816.031 0 0 0 0 0 0 0 0 0 0 0 0 0 1932976914.3545 0 0 0 0
x30MCx3061 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63550520.9414255 0 74823363945.3476 0 0 0 0 0 24075453.325932503 0 0 0 5808691130.827021 35604125133.4397 0 0 0 0 7157567.20500697 0 94219069695.061 0 0 0 0 0 0 0 0 0 0 0 0 0 683981460.029984 0 118642098.822388 0 0
x30MCx2708 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 48259339.543547496 0 38295466871.0924 0 0 0 0 0 78950110.5341631 0 0 0 5009427892.57426 34213594329.3405 0 0 0 79058558.48819351 110291569.24896102 0 121223448359.092 0 0 0 0 0 0 7374460.87407018 0 0 0 0 0 0 357227560.57628196 0 1885801472.6353896 0 0
x12MCx3026 0 0 162129767.411663 0 26895105.2294932 27762689.269154303 0 0 0 0 0 0 0 0 0 212991881.73679295 0 60251759490.3721 0 0 0 0 0 951414347.4933212 0 0 0 455264724.81214696 11209619584.4409 0 0 0 0 25268385.1551287 0 57932924248.368 0 0 0 0 0 0 0 0 0 0 0 0 0 99772164.5610231 0 178288520.15035 0 0
x11MCx2513 0 0 226439555.957779 0 0 293243562.887852 0 0 0 0 0 0 0 0 0 1737988660.81388 0 27741882150.5975 0 0 7326968045.79478 0 0 124389928.488301 0 0 0 15399624.974140195 445613091.681281 0 0 0 0 10844806.319817 0 411126607.58426297 0 0 0 0 0 0 0 0 0 0 0 0 0 71901065.9003869 0 0 0 0
x30MCx1882 0 0 166576128.691901 0 0 582257314.418501 0 0 0 0 0 0 0 0 0 77214976.320725 0 12806732821.1949 0 0 42186272.1752276 0 0 634854594.636972 0 0 0 30256992.1256774 5203335061.6129 0 0 0 45548160.18919171 10736352.0445952 0 84018895420.9862 0 0 0 0 0 0 0 0 0 0 0 0 0 1286518629.34377 0 303220609.259476 0 0
x30MCx3367 0 0 1207567892.11142 0 0 607633848.181435 0 0 0 0 0 0 0 0 0 93807474.3310622 0 24752051021.7888 0 0 4882326583.103379 0 0 234356013.90685 0 0 0 2071572687.48202 49430357439.4792 0 0 0 184903749.982036 115171719.93016002 0 137861090996.137 0 0 0 0 0 0 0 0 0 0 0 0 0 838953319.566586 0 0 0 0
x10MCx2172 0 0 456240795.18489504 0 5747744.74561432 1927555002.0480895 0 0 0 0 0 0 0 0 0 2227739104.98886 0 44892272319.5574 0 0 0 0 0 20496674.6588888 0 0 0 749809569.267498 10685382826.1392 0 0 0 0 181541975.550158 0 20150942390.0394 0 0 0 0 0 0 0 0 0 0 0 0 0 4754903176.82 0 0 0 0
x20MCx1753 0 0 539745656.856718 0 0 2013120078.00507 0 0 0 0 0 0 0 0 0 42945404.8855255 0 33134657277.0177 0 0 21581150.434897896 0 0 1518271.88989231 0 0 0 18761502.639383603 21744690007.0377 0 0 0 0 185771410.527538 0 48041918275.9176 0 0 0 0 0 0 0 0 0 0 0 0 0 99446808.7879466 0 0 0 0
x11MCx3181 0 0 102266569.556712 0 0 99121574.3105356 0 0 0 0 0 0 0 0 0 8133608.39528465 0 17555363464.1585 0 0 697321359.7557371 0 0 36763909.9466866 0 0 0 2060514.12680545 20344865799.4053 0 0 0 2060514.12680545 52922678.625318795 0 18165709438.1407 0 0 0 0 0 0 0 0 0 0 0 0 0 380219080.451573 0 0 0 0
x10MCx3207 0 0 512199658.8516981 0 0 190434596.854453 0 0 0 0 0 0 0 0 0 371976461.965133 0 40847244993.7473 0 0 0 0 0 34161103.6498592 0 0 0 1594618628.78581 20409903831.4397 0 0 0 15074264.7851759 15399608.6294603 0 65844497029.5966 0 0 0 0 0 0 0 0 0 0 0 0 0 65719456.5454433 0 148031449.14938998 0 0
x11MCx1160 0 0 388027687.198 0 759137.4539927341 5097065.76252264 0 0 0 0 0 0 0 0 0 3027223270.1076 0 31461475746.8594 0 0 6398444.25508161 0 0 50103071.9635204 0 0 0 39041354.7767692 688212326.14827 0 0 0 0 51404450.4560794 0 4137516020.67583 0 0 0 0 0 0 0 0 0 0 0 0 0 38824458.3613427 0 1059864333.98157 0 0
x10MCx1659 0 0 861077769.821944 0 5422404.09207773 0 0 2270469041.4347897 0 0 0 0 0 0 0 1124064368.28771 0 33320130905.4085 0 0 0 0 0 132089763.683014 0 0 0 2000324869.56748 19439969358.5897 0 0 0 0 35354074.680346794 0 11312653209.2199 0 0 0 0 0 0 0 0 0 0 0 0 0 1965404587.2145 0 0 0 0
x30MCx3183 0 0 6398439.46542989 0 0 88710567.5037568 0 0 0 0 0 0 0 0 0 16267218.9799065 0 8058129593.886479 0 0 8025161.36342054 0 0 31124612.3148878 0 0 0 2339009193.05749 11336191114.5907 0 0 0 0 19629110.9024205 0 38932985873.3694 0 0 0 0 0 0 0 0 0 0 0 0 0 144886697.047701 0 1301377.51839252 0 0
x30MCx2775 0 0 387050986.984423 0 0 0 0 0 0 0 0 0 0 0 0 157900318.590451 0 34137159605.4832 0 0 2443333913.35361 0 0 228174636.204883 0 0 0 3540719437.95305 35133580022.5224 0 0 0 18978403.6767369 113545077.997392 0 66338413587.9183 0 0 0 0 0 0 0 0 0 0 0 0 0 321656830.315438 0 0 0 0
x20MCx3094 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 399956106.6908 0 30905176631.3514 0 0 0 0 0 210063714.387223 0 0 0 4126011397.819461 12750336068.2603 0 0 0 0 15291163.5150225 0 47341876034.3823 0 0 0 0 0 0 0 0 0 0 0 0 0 679860312.5934451 0 0 0 0
x20MCx1264 0 0 652314471.885762 0 0 2053895890.7804599 0 0 0 0 0 0 0 0 0 24834582.5539218 0 74100755047.0476 0 0 8687657527.56385 0 0 26569749.893933803 0 0 0 16402319969.216002 17814854631.9445 0 0 0 0 304738764.089608 0 75142289242.8898 0 0 0 0 0 0 0 0 0 0 0 0 0 2107577630.36208 0 4888074844.77256 0 0
